CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,AREA,CLAVE_MAJOR_PGMA_ACAD,DESC_CIUDAD_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_ESTADO_ESCUELA,DESC_PAIS_ESCUELA,V_PROM_IND,V_PAA_IND,V_TEC_NO_TEC,FECHA_DECISION_ADMISION_FINAL,PERFIL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,RUBRICA,ENSAYO,CV,V_SOL_BSE,BECA_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,BECA_BHP,V_POSSTEAM,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,prcBeca_f,TIPO_BECA_F,V_BECABTE,V_ANY_BECA,PRC_BECA_F
Saltillo,SAL,Mexicana,M,PBB,PBB,Saltillo,Saltillo,Coahuila,México,89.5,1146,No Tec,2023-11-24T00:00:00.000Z,Perfil A,1,1,Saltillo,14.0,Solicitud,33.0,92.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Tlalpan,Indefinido,Ciudad de México,México,90.5,1012,No Tec,2023-11-20T00:00:00.000Z,Perfil A,1,1,Ciudad de México,15.0,Solicitud,28.0,85.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,97.5,1285,No Tec,2023-12-06T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,50.0,85.0,15.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Sada,PGS,Mexicana,M,PBB,PBB,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,México,91.5,1195,No Tec,2024-01-10T00:00:00.000Z,Perfil A+,1,1,Monterrey,14.0,Solicitud,35.0,100.0,25.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,89.0,1048,No Tec,2024-01-18T00:00:00.000Z,Perfil A,0,0,Monterrey,15.0,Marketing digital,48.0,75.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PTM,PTM,Ciudad de México,Coyoacán,Ciudad de México,México,96.5,1051,No Tec,2023-11-21T00:00:00.000Z,Perfil A,0,0,Ciudad de México,16.0,Solicitud,47.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Cumbres,PCM,Mexicana,F,PBI,PBI,Monterrey,Monterrey,Nuevo León,México,99.5,1383,No Tec,2024-01-11T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,F,PBB,PBB,Aguascalientes,Aguascalientes,Aguascalientes,México,85.0,1068,No Tec,2023-12-06T00:00:00.000Z,Perfil A,1,1,,14.0,Solicitud,28.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,PBB,PBB,Ciudad Adolfo López Mateos,Atizapán de Zaragoza,Estado de México,México,97.5,1180,No Tec,2023-12-11T00:00:00.000Z,Perfil A+,1,1,Estado de México,14.0,Solicitud,39.0,92.0,17.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,PBB,PBB,Culiacán Rosales,Culiacán,Sinaloa,México,96.5,1081,No Tec,2023-11-29T00:00:00.000Z,Perfil A,0,0,Sinaloa,14.0,Solicitud,44.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Saltillo,SAL,Mexicana,F,PBB,PBB,Saltillo,Saltillo,Coahuila,México,85.0,1032,No Tec,2023-11-15T00:00:00.000Z,Perfil A,1,1,Saltillo,14.0,Solicitud,43.0,94.0,19.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad Obregón,COB,Mexicana,M,PBB,PBB,Ciudad Obregón,Cajeme,Sonora,México,90.0,819,No Tec,2023-12-06T00:00:00.000Z,Perfil D,1,1,Ciudad Obregón,14.0,Solicitud,33.0,44.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,STA,Mexicana,M,PTM,PTM,San Luis Potosí,San Luis Potosí,San Luis Potosí,México,93.0,1245,No Tec,2023-11-30T00:00:00.000Z,Perfil A+,1,1,San Luis Potosí,14.0,Solicitud,40.0,94.0,19.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,PBB,PBB,Santiago de Querétaro,Querétaro,Querétaro,México,92.0,1164,No Tec,2023-12-05T00:00:00.000Z,Perfil A,1,1,Querétaro,15.0,Solicitud,42.0,95.0,25.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Saltillo,SAL,Mexicana,M,PTM,PTM,Saltillo,Saltillo,Coahuila,México,90.5,1098,No Tec,2023-11-24T00:00:00.000Z,Perfil A,1,1,Saltillo,14.0,Solicitud,41.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PTM,PTM,Miguel Hidalgo,Indefinido,Ciudad de México,México,87.5,1211,No Tec,2023-10-25T00:00:00.000Z,Perfil A,1,1,Santa Fe,14.0,Solicitud,46.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PTM,PTM,Tlalnepantla de Baz,Tlalnepantla de Baz,Estado de México,México,77.5,1141,No Tec,2023-11-09T00:00:00.000Z,Perfil B,0,0,Estado de México,16.0,Solicitud,43.0,80.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,PBB,PBB,Santiago de Querétaro,Querétaro,Querétaro,México,85.0,1119,No Tec,2023-11-13T00:00:00.000Z,Perfil A,1,1,,15.0,Solicitud,38.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,PBB,PBB,Huixquilucan de Degollado,Huixquilucan,Estado de México,México,94.0,1002,No Tec,2024-01-02T00:00:00.000Z,Perfil A,1,1,Santa Fe,15.0,Solicitud,36.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Valle Alto,SVA,Mexicana,M,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,82.0,1065,No Tec,2024-01-02T00:00:00.000Z,Perfil A,1,1,Monterrey,15.0,Solicitud,39.0,102.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
León,LEO,Mexicana,M,PBB,PBB,León de los Aldama,León,Guanajuato,México,85.5,993,No Tec,2024-03-01T00:00:00.000Z,Perfil A,0,0,León,15.0,Solicitud,12.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Ciudad de México,Coyoacán,Ciudad de México,México,99.0,1118,No Tec,2023-11-21T00:00:00.000Z,Perfil A,1,1,,14.0,Solicitud,36.0,89.0,19.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Ciudad de México,Coyoacán,Ciudad de México,México,95.0,1135,No Tec,2023-11-20T00:00:00.000Z,Perfil A+,1,1,Ciudad de México,14.0,Contacto directo,50.0,95.0,25.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Ciudad de México,Benito Juárez,Ciudad de México,México,88.5,962,No Tec,2023-12-12T00:00:00.000Z,Perfil A,1,1,,15.0,Solicitud,27.0,98.0,23.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
León,LEO,Brasileña,F,PBB,PBB,León de los Aldama,León,Guanajuato,México,98.5,1174,No Tec,2023-11-29T00:00:00.000Z,Perfil A+,0,0,León,14.0,Solicitud,41.0,88.0,13.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Cumbres,PCM,Mexicana,M,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,91.0,1172,No Tec,2023-11-29T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,45.0,83.0,13.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PBB,PBB,Miguel Hidalgo,Indefinido,Ciudad de México,México,85.0,1101,No Tec,2023-11-30T00:00:00.000Z,Perfil A,1,1,Santa Fe,15.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,PBB,PBB,Santiago de Querétaro,Querétaro,Querétaro,México,92.0,1204,No Tec,2023-11-27T00:00:00.000Z,Perfil A+,1,1,,15.0,Solicitud,33.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,M,PBB,PBB,Cuernavaca,Cuernavaca,Morelos,México,86.0,1033,No Tec,2023-11-29T00:00:00.000Z,Perfil A,0,0,Cuernavaca,15.0,Solicitud,29.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,M,PBB,PBB,Monterrey,Monterrey,Nuevo León,México,93.5,1312,No Tec,2023-11-29T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,50.0,85.0,15.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Sada,PGS,Mexicana,F,PTM,PTM,Ciudad Apodaca,Apodaca,Nuevo León,México,98.5,1332,No Tec,2023-12-12T00:00:00.000Z,Perfil A+,1,1,Monterrey,14.0,Solicitud,50.0,90.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Irapuato,IRA,Mexicana,F,PBB,PBB,Irapuato,Irapuato,Guanajuato,México,94.5,1245,No Tec,2023-11-29T00:00:00.000Z,Perfil A+,1,1,Irapuato,15.0,Solicitud,49.0,96.0,21.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,F,PBB,PBB,Cuernavaca,Cuernavaca,Morelos,México,92.0,898,No Tec,2023-11-23T00:00:00.000Z,Perfil B,0,0,Cuernavaca,14.0,Solicitud,32.0,90.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Sonora Norte,HER,Mexicana,M,PBB,PBB,Hermosillo,Hermosillo,Sonora,México,87.0,1037,No Tec,2023-12-06T00:00:00.000Z,Perfil A,1,1,Sonora Norte,15.0,Solicitud,34.0,86.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,PTM,PTM,Zapopan,Zapopan,Jalisco,México,94.5,1306,No Tec,2024-02-19T00:00:00.000Z,Perfil A+,1,1,,14.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Tlalpan,Indefinido,Ciudad de México,México,92.0,964,No Tec,2024-02-06T00:00:00.000Z,Perfil A,0,0,Ciudad de México,14.0,Solicitud,26.0,89.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Ciudad de México,Tlalpan,Ciudad de México,México,98.0,1206,No Tec,2023-12-05T00:00:00.000Z,Perfil A+,1,1,Ciudad de México,15.0,Contacto directo,50.0,100.0,25.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,PBB,PBB,Zapopan,Zapopan,Jalisco,México,93.5,1120,No Tec,2023-11-30T00:00:00.000Z,Perfil A,1,1,Guadalajara,15.0,Solicitud,30.0,110.0,25.0,25.0,1.0,0.1,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,0.0,1.0,1.0,1.0,0.1,Tradicional,0.0,1.0,0.1
Cuernavaca,MOR,Mexicana,M,PTM,PTM,Cuernavaca,Cuernavaca,Morelos,México,94.0,1035,No Tec,2023-11-08T00:00:00.000Z,Perfil A,1,1,Cuernavaca,15.0,Solicitud,45.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,TOL,Mexicana,M,PBB,PBB,Cuadrilla de Dolores,Valle de Bravo,Estado de México,México,92.5,1055,No Tec,2024-01-31T00:00:00.000Z,Perfil A,1,1,,15.0,Solicitud,12.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,F,PBB,PBB,Cuernavaca,Cuernavaca,Morelos,México,95.5,1035,No Tec,2023-11-15T00:00:00.000Z,Perfil A,1,1,Cuernavaca,15.0,Solicitud,39.0,91.0,21.0,10.0,1.0,0.3,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,1.0,1.0,1.0,0.3,Tradicional,0.0,1.0,0.3
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Ciudad de México,Tlalpan,Ciudad de México,México,86.0,1080,No Tec,2023-12-04T00:00:00.000Z,Perfil A,1,1,Ciudad de México,14.0,Solicitud,33.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,M,PBB,PBB,Aguascalientes,Aguascalientes,Aguascalientes,México,81.5,1017,No Tec,2023-12-12T00:00:00.000Z,Perfil A,0,0,Aguascalientes,14.0,Solicitud,23.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,PBB,PBB,Zapopan,Zapopan,Jalisco,México,91.5,960,No Tec,2024-02-13T00:00:00.000Z,Perfil A,1,1,Guadalajara,14.0,Solicitud,17.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,PBB,PBB,Zapopan,Zapopan,Jalisco,México,80.5,923,No Tec,2024-02-06T00:00:00.000Z,Perfil C,1,1,Guadalajara,15.0,Solicitud,22.0,55.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Ciudad de México,Coyoacán,Ciudad de México,México,88.5,1066,No Tec,2023-11-20T00:00:00.000Z,Perfil A,1,1,Ciudad de México,15.0,Solicitud,39.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PBB,PBB,Tlalpan,Indefinido,Ciudad de México,México,84.0,1027,No Tec,2024-01-30T00:00:00.000Z,Perfil A,1,1,Ciudad de México,15.0,Solicitud,29.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Ciudad de México,Tlalpan,Ciudad de México,México,85.5,1089,No Tec,2023-12-04T00:00:00.000Z,Perfil A,1,1,Ciudad de México,14.0,Solicitud,28.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Ciudad de México,Coyoacán,Ciudad de México,México,93.0,1002,No Tec,2023-11-20T00:00:00.000Z,Perfil A,1,1,Ciudad de México,15.0,Solicitud,34.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Valle Alto,SVA,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,94.5,1183,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,0,0,Monterrey,15.0,Solicitud,50.0,98.0,23.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,M,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,87.5,1348,No Tec,2023-12-15T00:00:00.000Z,Perfil A,1,1,Monterrey,15.0,Solicitud,50.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Sada,PGS,Mexicana,F,PBB,PBB,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,México,96.5,1317,No Tec,2023-11-29T00:00:00.000Z,Perfil A+,1,1,Monterrey,14.0,Marketing digital,50.0,100.0,15.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,TOL,Mexicana,M,PBB,PBB,Tetitla,Otzolotepec,Estado de México,México,96.0,1314,No Tec,2023-10-26T00:00:00.000Z,Perfil A+,1,1,Toluca,14.0,Solicitud,29.0,94.0,19.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,PBI,PBI,Naucalpan de Juárez,Naucalpan de Juárez,Estado de México,México,99.0,1312,No Tec,2023-11-10T00:00:00.000Z,Perfil A+,1,1,Estado de México,15.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,M,PBB,PBB,Monterrey,Monterrey,Nuevo León,México,96.5,1095,No Tec,2024-02-14T00:00:00.000Z,Perfil A,0,0,Monterrey,15.0,Solicitud,24.0,100.0,25.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Sonora Norte,HER,Estadounidense,F,PBB,PBB,Hermosillo,Hermosillo,Sonora,México,95.0,1016,No Tec,2024-02-20T00:00:00.000Z,Perfil A,1,1,Sonora Norte,14.0,Solicitud,33.0,82.0,12.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Saltillo,SAL,Mexicana,F,PBB,PBB,Saltillo,Saltillo,Coahuila,México,87.5,885,No Tec,2023-11-24T00:00:00.000Z,Perfil D,1,1,Saltillo,14.0,Solicitud,15.0,35.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,M,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,94.5,1269,No Tec,2023-12-08T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,50.0,91.0,21.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad Juárez,CDJ,Mexicana,F,PBB,PBB,Juárez,Juárez,Chihuahua,México,93.0,1029,No Tec,2023-12-05T00:00:00.000Z,Perfil A,0,0,,14.0,Solicitud,36.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,M,PBB,PBB,Jesús María,Jesús María,Aguascalientes,México,94.5,1212,No Tec,2023-12-06T00:00:00.000Z,Perfil A+,1,1,Aguascalientes,15.0,Solicitud,30.0,93.0,23.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,ESM,Mexicana,F,PTM,PTM,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,México,94.5,1196,No Tec,2023-11-15T00:00:00.000Z,Perfil A+,1,1,Estado de México,15.0,Solicitud,50.0,90.0,15.0,15.0,1.0,0.1,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,1.0,1.0,1.0,0.1,Tradicional,0.0,1.0,0.1
Ciudad Obregón,COB,Mexicana,F,PBB,PBB,Ciudad Obregón,Cajeme,Sonora,México,95.5,1108,No Tec,2023-12-13T00:00:00.000Z,Perfil A,1,1,Ciudad Obregón,15.0,Solicitud,30.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PTM,PTM,Coyoacán,Indefinido,Ciudad de México,México,90.5,988,No Tec,2024-01-03T00:00:00.000Z,Perfil A,1,1,Ciudad de México,14.0,Solicitud,41.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Cumbres,PCM,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,100.0,1281,No Tec,2023-11-29T00:00:00.000Z,Perfil A+,1,1,,15.0,Marketing digital,50.0,100.0,25.0,15.0,1.0,0.3,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Saltillo,SAL,Mexicana,M,PBB,PBB,Saltillo,Saltillo,Coahuila,México,89.0,1129,No Tec,2023-12-13T00:00:00.000Z,Perfil A,1,1,Saltillo,15.0,Solicitud,39.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PBB,PBB,Alvaro Obregón,Indefinido,Ciudad de México,México,83.0,1048,No Tec,2024-01-30T00:00:00.000Z,Perfil A,0,0,Santa Fe,15.0,Solicitud,50.0,94.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
León,LEO,Mexicana,F,PTM,PTM,León de los Aldama,León,Guanajuato,México,93.5,1119,No Tec,2023-11-29T00:00:00.000Z,Perfil A,1,1,León,14.0,Solicitud,44.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Venustiano Carranza,Indefinido,Ciudad de México,México,88.0,882,No Tec,2023-12-05T00:00:00.000Z,Perfil B,1,1,Ciudad de México,14.0,Solicitud,34.0,64.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
