CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,AREA,CLAVE_MAJOR_PGMA_ACAD,DESC_CIUDAD_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_ESTADO_ESCUELA,DESC_PAIS_ESCUELA,V_PROM_IND,V_PAA_IND,V_TEC_NO_TEC,FECHA_DECISION_ADMISION_FINAL,PERFIL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,RUBRICA,ENSAYO,CV,V_SOL_BSE,BECA_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,BECA_BHP,V_POSSTEAM,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,prcBeca_f,TIPO_BECA_F,V_BECABTE,V_ANY_BECA,PRC_BECA_F
Cuernavaca,MOR,Mexicana,M,PTM,PTM,Cuernavaca,Cuernavaca,Morelos,México,90.0,1285,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,1,1,Cuernavaca,15.0,Solicitud,46.0,79.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
León,LEO,Mexicana,M,PBB,PBB,León de los Aldama,León,Guanajuato,México,94.43,1064,No Tec,2024-02-01T00:00:00.000Z,Perfil A,1,1,León,15.0,Solicitud,20.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PTM,PTM,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,México,78.0,1236,No Tec,2024-01-18T00:00:00.000Z,Perfil B,1,1,Santa Fe,14.0,Solicitud,50.0,71.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PTM,PTM,Ciudad de México,Benito Juárez,Ciudad de México,México,91.0,877,No Tec,2024-02-06T00:00:00.000Z,Perfil B,1,1,Ciudad de México,16.0,Solicitud,42.0,75.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Sada,PGS,Mexicana,M,PBB,PBB,Monterrey,Monterrey,Nuevo León,México,91.0,1212,No Tec,2024-02-14T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,28.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PBB,PBB,Ciudad de México,Benito Juárez,Ciudad de México,México,83.5,918,No Tec,2024-02-15T00:00:00.000Z,Perfil C,0,0,,15.0,Solicitud,32.0,40.0,15.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,M,PBB,PBB,Tayoltita,San Dimas,Durango,México,98.5,1189,No Tec,2024-01-26T00:00:00.000Z,Perfil A+,1,1,Laguna,15.0,Solicitud,15.0,96.0,21.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Tláhuac,Indefinido,Ciudad de México,México,88.0,935,No Tec,2024-02-15T00:00:00.000Z,Perfil B,1,1,Ciudad de México,14.0,Contacto directo,11.0,75.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,MET,Mexicana,F,PBB,PBB,Metepec,Metepec,Estado de México,México,88.0,956,No Tec,2024-01-31T00:00:00.000Z,Perfil A,1,1,Toluca,14.0,Solicitud,17.0,75.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,M,PBB,PBB,Culiacán Rosales,Culiacán,Sinaloa,México,96.0,1243,No Tec,2024-02-20T00:00:00.000Z,Perfil A+,1,1,Sinaloa,14.0,Solicitud,37.0,98.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBI,PBI,Iztacalco,Indefinido,Ciudad de México,México,87.5,1156,No Tec,2024-02-06T00:00:00.000Z,Perfil A,1,1,Ciudad de México,14.0,Contacto directo,43.0,98.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Hidalgo,HGO,Mexicana,M,PBB,PBB,Pachuca de Soto,Pachuca de Soto,Hidalgo,México,85.0,1131,No Tec,2024-01-30T00:00:00.000Z,Perfil A,1,1,Hidalgo,14.0,Solicitud,44.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,STA,Mexicana,M,PBB,PBB,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga,Jalisco,México,96.5,1157,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,1,1,Guadalajara,15.0,Solicitud,21.0,83.0,13.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,PBB,PBB,Naucalpan de Juárez,Naucalpan de Juárez,Estado de México,México,92.5,1137,No Tec,2024-01-31T00:00:00.000Z,Perfil A+,1,1,Estado de México,14.0,Marketing digital,30.0,88.0,13.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,M,PBB,PBB,,,,Honduras,100.0,1424,No Tec,2024-01-19T00:00:00.000Z,Perfil A+,1,1,Extranjero LATAM,15.0,Solicitud,45.0,106.0,21.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Sonora Norte,HER,Mexicana,M,PTM,PTM,Hermosillo,Hermosillo,Sonora,México,95.5,1296,No Tec,2024-02-01T00:00:00.000Z,Perfil A+,1,1,Sonora Norte,14.0,Solicitud,39.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,PBB,PBB,Cuautitlán Izcalli,Cuautitlán Izcalli,Estado de México,México,94.5,1281,No Tec,2024-01-17T00:00:00.000Z,Perfil A+,1,1,Estado de México,14.0,Solicitud,33.0,100.0,25.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Ciudad Nezahualcóyotl,Nezahualcóyotl,Estado de México,México,94.5,1162,No Tec,2024-01-11T00:00:00.000Z,Perfil A+,1,1,Ciudad de México,14.0,Solicitud,36.0,91.0,21.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PTM,PTM,Ciudad de México,Coyoacán,Ciudad de México,México,81.0,1450,No Tec,2024-02-28T00:00:00.000Z,Perfil A,0,0,Ciudad de México,16.0,Solicitud,50.0,89.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,F,PTM,PTM,Cuernavaca,Cuernavaca,Morelos,México,91.0,1399,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,1,1,Cuernavaca,14.0,Solicitud,37.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Sada,PGS,Mexicana,F,PBB,PBB,Ciudad Apodaca,Apodaca,Nuevo León,México,97.5,962,No Tec,2024-01-18T00:00:00.000Z,Perfil A,1,1,Monterrey,14.0,Solicitud,9.0,98.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,F,PBB,PBB,El Vaciero,Aguascalientes,Aguascalientes,México,95.71,1229,No Tec,2024-02-21T00:00:00.000Z,Perfil A+,1,1,Aguascalientes,14.0,Solicitud,50.0,87.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,M,PBB,PBB,Cuernavaca,Cuernavaca,Morelos,México,78.0,1113,No Tec,2024-01-18T00:00:00.000Z,Perfil B,1,1,Cuernavaca,14.0,Solicitud,35.0,73.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,PBB,PBB,Heroica Puebla de Zaragoza,Puebla,Puebla,México,87.0,1033,No Tec,2024-01-22T00:00:00.000Z,Perfil A,1,1,Puebla,14.0,Solicitud,16.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,PBB,PBB,Cuautitlán Izcalli,Cuautitlán Izcalli,Estado de México,México,100.0,976,No Tec,2024-03-04T00:00:00.000Z,Perfil A,0,0,Estado de México,14.0,Solicitud,16.0,87.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,PBB,PBB,Naucalpan de Juárez,Naucalpan de Juárez,Estado de México,México,87.5,973,No Tec,2024-01-29T00:00:00.000Z,Perfil A,1,1,Estado de México,14.0,Solicitud,18.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,PBB,PBB,Tecámac de Felipe Villanueva,Tecámac,Estado de México,México,81.5,978,No Tec,2024-01-29T00:00:00.000Z,Perfil A,1,1,Hidalgo,14.0,Solicitud,18.0,98.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Venezolana,M,PTM,PTM,Cuajimalpa de Morelos,Indefinido,Ciudad de México,México,100.0,1288,No Tec,2024-02-26T00:00:00.000Z,Perfil A+,1,1,Santa Fe,15.0,Solicitud,45.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,PBB,PBB,Culiacán Rosales,Culiacán,Sinaloa,México,97.0,933,No Tec,2024-02-20T00:00:00.000Z,Perfil B,1,1,Sinaloa,15.0,Solicitud,17.0,88.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Coyoacán,Indefinido,Ciudad de México,México,92.0,1072,No Tec,2024-02-09T00:00:00.000Z,Perfil A,0,0,Ciudad de México,14.0,Solicitud,34.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PTM,PTM,Alvaro Obregón,Indefinido,Ciudad de México,México,97.0,1273,No Tec,2024-01-11T00:00:00.000Z,Perfil A+,1,1,Santa Fe,14.0,Solicitud,41.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Tampico,TAM,Mexicana,F,PBB,PBB,Tampico,Tampico,Tamaulipas,México,94.0,1182,No Tec,2024-01-24T00:00:00.000Z,Perfil A+,1,1,Tampico,15.0,Solicitud,35.0,94.0,19.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,PBB,PBB,,,,,97.0,1129,No Tec,2024-01-31T00:00:00.000Z,Perfil A,0,0,,14.0,Marketing digital,21.0,90.0,15.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Sada,PGS,Mexicana,M,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,93.5,1187,No Tec,2024-02-14T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,50.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Cumbres,PCM,Mexicana,M,PBI,PBI,Monterrey,Monterrey,Nuevo León,México,90.0,1314,No Tec,2024-01-26T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,50.0,91.0,21.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Hidalgo,HGO,Mexicana,F,PBB,PBB,Pachuca de Soto,Pachuca de Soto,Hidalgo,México,100.0,1156,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,1,1,Hidalgo,14.0,Solicitud,37.0,94.0,19.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Cumbres,PCM,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,95.5,1121,No Tec,2024-02-01T00:00:00.000Z,Perfil A,1,1,,14.0,Solicitud,50.0,83.0,13.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,M,PTM,PTM,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,México,91.5,917,No Tec,2024-01-25T00:00:00.000Z,Perfil B,1,1,Monterrey,14.0,Marketing digital,45.0,75.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBI,PBI,Gustavo A. Madero,Indefinido,Ciudad de México,México,95.0,1143,No Tec,2024-02-29T00:00:00.000Z,Perfil A+,1,1,Estado de México,15.0,Contacto directo,50.0,85.0,15.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,PBB,PBB,Indefinido,San Juan del Río,Querétaro,México,96.0,1007,No Tec,2024-01-24T00:00:00.000Z,Perfil A,1,1,Querétaro,14.0,Solicitud,24.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,PBB,PBB,Culiacán Rosales,Culiacán,Sinaloa,México,97.0,907,No Tec,2024-02-01T00:00:00.000Z,Perfil B,0,0,Sinaloa,14.0,Solicitud,30.0,76.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,F,PBB,PBB,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,México,99.0,1002,No Tec,2024-01-26T00:00:00.000Z,Perfil A,1,1,Monterrey,14.0,Solicitud,18.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,STA,Mexicana,M,PTM,PTM,,,,Estados Unidos de América,93.5,872,No Tec,2024-02-06T00:00:00.000Z,Perfil B,1,1,Extranjero NO LATAM,15.0,Solicitud,40.0,69.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
León,LEO,Mexicana,F,PTM,PTM,León de los Aldama,León,Guanajuato,México,90.0,1132,No Tec,2024-02-20T00:00:00.000Z,Perfil A+,1,1,León,15.0,Solicitud,50.0,98.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,,,,Estados Unidos de América,97.0,1342,No Tec,2024-02-09T00:00:00.000Z,Perfil A+,1,1,Extranjero NO LATAM,14.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,PBB,PBB,Miguel Hidalgo,Indefinido,Ciudad de México,México,88.5,1018,No Tec,2024-02-01T00:00:00.000Z,Perfil A,1,1,Santa Fe,14.0,Solicitud,12.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
San Luis Potosí,SLP,Mexicana,F,PBB,PBB,Matehuala,Matehuala,San Luis Potosí,México,89.5,906,No Tec,2024-02-06T00:00:00.000Z,Perfil B,0,0,San Luis Potosí,14.0,Solicitud,26.0,76.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Chihuahua,CHH,Mexicana,M,PBB,PBB,Chihuahua,Chihuahua,Chihuahua,México,86.5,1051,No Tec,2024-02-06T00:00:00.000Z,Perfil A,1,1,Chihuahua,14.0,Solicitud,28.0,87.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,PBB,PBB,Zapopan,Zapopan,Jalisco,México,93.0,976,No Tec,2024-02-19T00:00:00.000Z,Perfil A,1,1,Guadalajara,14.0,Solicitud,25.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,PBB,PBB,Celaya,Celaya,Guanajuato,México,85.0,1169,No Tec,2024-02-27T00:00:00.000Z,Perfil A,0,0,Querétaro,15.0,Solicitud,25.0,77.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,F,PTM,PTM,Ciudad Santa Catarina,Santa Catarina,Nuevo León,México,84.5,1033,No Tec,2024-02-02T00:00:00.000Z,Perfil A,0,0,Monterrey,15.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Sada,PGS,Mexicana,M,PBI,PBI,Ciudad Victoria,Victoria,Tamaulipas,México,94.5,1241,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,1,1,Monterrey,14.0,Solicitud,50.0,95.0,25.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PTM,PTM,Ciudad de México,Miguel Hidalgo,Ciudad de México,México,97.9,1194,No Tec,2024-02-20T00:00:00.000Z,Perfil A+,1,1,Santa Fe,14.0,Solicitud,50.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,F,PBB,PBB,Aguascalientes,Aguascalientes,Aguascalientes,México,94.5,840,No Tec,2024-02-01T00:00:00.000Z,Perfil D,0,0,Aguascalientes,14.0,Solicitud,14.0,29.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Sada,PGS,Mexicana,F,PBB,PBB,Reynosa,Reynosa,Tamaulipas,México,94.5,1003,No Tec,2024-01-31T00:00:00.000Z,Perfil A,0,0,Monterrey,15.0,Marketing digital,24.0,95.0,25.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,PBB,PBB,Heroica Puebla de Zaragoza,Puebla,Puebla,México,87.0,1038,No Tec,2024-02-01T00:00:00.000Z,Perfil A,1,1,Puebla,14.0,Solicitud,33.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,PBB,PBB,Tlalnepantla de Baz,Tlalnepantla de Baz,Estado de México,México,91.0,935,No Tec,2024-02-29T00:00:00.000Z,Perfil B,0,0,Estado de México,14.0,Solicitud,25.0,72.0,17.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Chiapas,CHS,Mexicana,M,PBB,PBB,Tuxtla Gutiérrez,Tuxtla Gutiérrez,Chiapas,México,87.5,1051,No Tec,2024-01-31T00:00:00.000Z,Perfil A,0,0,Chiapas,15.0,Solicitud,40.0,81.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Chihuahua,CHH,Mexicana,M,PBB,PBB,Chihuahua,Chihuahua,Chihuahua,México,89.0,1160,No Tec,2024-02-06T00:00:00.000Z,Perfil A,1,1,,14.0,Solicitud,34.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,M,PBB,PBB,Aguascalientes,Aguascalientes,Aguascalientes,México,95.0,1123,No Tec,2024-02-21T00:00:00.000Z,Perfil A,1,1,Aguascalientes,14.0,Solicitud,29.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,PTM,PTM,Heroica Puebla de Zaragoza,Puebla,Puebla,México,93.5,1076,No Tec,2024-02-14T00:00:00.000Z,Perfil A,1,1,Puebla,14.0,Solicitud,50.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Hidalgo,HGO,Mexicana,M,PBB,PBB,Pachuca de Soto,Pachuca de Soto,Hidalgo,México,90.0,1378,No Tec,2024-01-20T00:00:00.000Z,Perfil A+,1,1,Hidalgo,15.0,Solicitud,24.0,98.0,23.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,PTM,PTM,Cuajimalpa de Morelos,Indefinido,Ciudad de México,México,83.0,1055,No Tec,2024-01-30T00:00:00.000Z,Perfil A,1,1,Santa Fe,15.0,Marketing digital,50.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,PBB,PBB,San Juan del Rio,San Juan del Río,Querétaro,México,86.5,1145,No Tec,2024-02-20T00:00:00.000Z,Perfil A,0,0,Querétaro,14.0,Solicitud,33.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,PTM,PTM,Heroica Puebla de Zaragoza,Puebla,Puebla,México,85.43,1043,No Tec,2024-02-29T00:00:00.000Z,Perfil A,0,0,Puebla,14.0,Solicitud,40.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,PTM,PTM,El Pocito,Villa Corregidora,Querétaro,México,90.5,1301,No Tec,2024-01-02T00:00:00.000Z,Perfil A+,0,0,Querétaro,14.0,Solicitud,35.0,82.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,F,PBB,PBB,Guadalupe,Guadalupe,Nuevo León,México,94.5,1034,No Tec,2024-02-01T00:00:00.000Z,Perfil A,1,1,Monterrey,14.0,Solicitud,26.0,95.0,25.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Venustiano Carranza,Indefinido,Ciudad de México,México,87.0,967,No Tec,2024-02-28T00:00:00.000Z,Perfil A,0,0,Ciudad de México,14.0,Solicitud,21.0,86.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
