CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,AREA,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,NOMBRE_ESCUELA,DESC_CIUDAD_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_ESTADO_ESCUELA,V_PROM_IND,V_PAA_IND,FECHA_DECISION_ADMISION_FINAL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,V_PLDM,V_SOL_BSE,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,V_POSBCRE,BECA_BHP,V_POSBEM,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,TIPO_BECA_F,V_BECABTE,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F,V_PAA_MISSING
Ciudad de México,CCM,Mexicana,M,P5,IBQ,IBT,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,85.52,,2023-09-15T00:00:00.000Z,1,1,Ciudad de México,18.0,Solicitud,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Ciudad de México,CCM,Mexicana,M,P5,NEG,NEG,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,85.02,,2023-12-12T00:00:00.000Z,1,1,Ciudad de México,19.0,Solicitud,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Cuernavaca,MOR,Mexicana,M,P5,NEG,CPF,H00169,ITESM Campus Cuernavaca,Cuernavaca,Cuernavaca,Morelos,84.86,,2023-11-07T00:00:00.000Z,1,1,Cuernavaca,18.0,Solicitud,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Ciudad de México,CCM,Mexicana,F,O5,ESC,ESC,H00158,ITESM Campus Querétaro,Santiago de Querétaro,Querétaro,Querétaro,97.0,1234.0,2023-11-09T00:00:00.000Z,1,1,Querétaro,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Santa Fe,CSF,Mexicana,F,O5,ESC,LC,H00167,ITESM Campus Hidalgo,Pachuca de Soto,Pachuca de Soto,Hidalgo,87.35,,2024-02-27T00:00:00.000Z,1,1,Hidalgo,18.0,Marketing digital,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Querétaro,QRO,Mexicana,M,P5,ESC,LTM,H00158,ITESM Campus Querétaro,Santiago de Querétaro,Querétaro,Querétaro,88.33,,2023-11-09T00:00:00.000Z,1,1,Querétaro,18.0,Solicitud,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Santa Fe,CSF,Mexicana,F,O5,ESC,ESC,H00166,ITESM Campus Laguna,Torreón,Torreón,Coahuila,88.861,,2023-10-24T00:00:00.000Z,1,1,Laguna,18.0,Solicitud,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,O5,SLD,MC,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,91.75,1432.0,2023-12-07T00:00:00.000Z,1,1,Ciudad de México,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,M,O5,CIS,CIS,H00159,ITESM Campus San Luis Potosí,San Luis Potosí,San Luis Potosí,San Luis Potosí,98.26,1397.0,2023-11-24T00:00:00.000Z,0,0,San Luis Potosí,18.0,Solicitud,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,M,O5,AMC,LUB,H00162,ITESM Campus León,León de los Aldama,León,Guanajuato,91.5,,2024-01-25T00:00:00.000Z,1,1,León,18.0,Solicitud,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,O5,ESC,BA,H00162,ITESM Campus León,León de los Aldama,León,Guanajuato,90.97,,2024-01-25T00:00:00.000Z,1,1,León,18.0,Solicitud,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,O5,ICT,ITD,H00162,ITESM Campus León,León de los Aldama,León,Guanajuato,90.52,,2024-01-26T00:00:00.000Z,1,1,León,18.0,Marketing digital,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Guadalajara,GDA,Mexicana,F,P5,ESC,ARQ,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,85.51,,2023-09-14T00:00:00.000Z,1,1,Guadalajara,18.0,Base de datos,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Santa Fe,CSF,Estadounidense,F,P5,IIT,IM,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,92.41,1411.0,2023-09-15T00:00:00.000Z,1,1,Santa Fe,17.0,Marketing digital,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Ciudad de México,CCM,Mexicana,F,O5,IIT,IMD,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,86.66,1082.0,2024-02-08T00:00:00.000Z,0,0,Santa Fe,19.0,Base de datos,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,M,O5,ICT,ITC,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,94.9,1400.0,2023-11-09T00:00:00.000Z,1,1,Guadalajara,18.0,Base de datos,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Santa Fe,CSF,Mexicana,F,P5,NEG,LIT,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,94.8,1419.0,2023-09-15T00:00:00.000Z,1,1,Santa Fe,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Santa Fe,CSF,Mexicana,M,P5,NEG,BFI,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,93.33,1216.0,2023-09-18T00:00:00.000Z,1,1,Santa Fe,18.0,Solicitud,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Ciudad de México,CCM,Mexicana,M,O5,SLD,LPS,H00169,ITESM Campus Cuernavaca,Cuernavaca,Cuernavaca,Morelos,81.91,1174.0,2023-12-05T00:00:00.000Z,0,0,Cuernavaca,20.0,Solicitud,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Estado de México,CEM,Mexicana,F,P5,NEG,LDO,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,88.8,,2023-11-06T00:00:00.000Z,1,1,Estado de México,18.0,Base de datos,50.0,0.0,1.0,0.35,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Tradicional,0.0,1.0,0.35,0.0,1
Monterrey,MTY,Mexicana,F,O5,NEG,LDE,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,86.06,,2023-11-07T00:00:00.000Z,1,1,Estado de México,18.0,Solicitud,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
San Luis Potosí,SLP,Mexicana,F,P5,NEG,LAE,H00159,ITESM Campus San Luis Potosí,San Luis Potosí,San Luis Potosí,San Luis Potosí,93.43,1275.0,2024-01-26T00:00:00.000Z,0,0,San Luis Potosí,18.0,Solicitud,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,M,O5,ICT,ICT,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,90.47,1445.0,2023-09-28T00:00:00.000Z,1,1,Santa Fe,18.0,Solicitud,50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Santa Fe,CSF,Otros,M,P5,ICT,ITC,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,92.56,1458.0,2023-10-19T00:00:00.000Z,1,1,Santa Fe,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Querétaro,QRO,Mexicana,M,P5,IIT,IIT,H00158,ITESM Campus Querétaro,Santiago de Querétaro,Querétaro,Querétaro,85.3,,2023-12-13T00:00:00.000Z,0,0,Querétaro,18.0,Solicitud,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1
Saltillo,SAL,Mexicana,M,P5,NEG,LIN,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,84.03,,2023-12-05T00:00:00.000Z,1,1,Saltillo,17.0,Solicitud,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Santa Fe,CSF,Mexicana,F,P5,CIS,LED,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,92.13,1044.0,2023-09-27T00:00:00.000Z,0,0,Santa Fe,17.0,Solicitud,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,F,O5,CIS,LRI,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,97.35,1388.0,2023-11-07T00:00:00.000Z,1,1,Saltillo,17.0,Solicitud,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
San Luis Potosí,SLP,Mexicana,F,P5,NEG,LIN,H00159,ITESM Campus San Luis Potosí,San Luis Potosí,San Luis Potosí,San Luis Potosí,91.4,1287.0,2023-09-18T00:00:00.000Z,1,1,San Luis Potosí,17.0,Base de datos,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,Liderazgo,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Talento Estudiantil,1.0,1.0,0.3,0.0,0
Monterrey,MTY,Mexicana,F,P5,ESC,ARQ,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,94.95,1391.0,2023-09-27T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,M,P5,ICT,ITD,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,96.41,1500.0,2023-10-12T00:00:00.000Z,1,1,Monterrey,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Estado de México,CEM,Mexicana,F,P5,ICT,ICT,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,97.9,1397.0,2023-09-15T00:00:00.000Z,1,1,Estado de México,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Guadalajara,GDA,Mexicana,F,O5,IBQ,IBT,H14074,ITESM Campus Morelia,Morelia,Morelia,Michoacán,95.96,1311.0,2023-10-25T00:00:00.000Z,1,1,Morelia,17.0,Base de datos,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
San Luis Potosí,SLP,Mexicana,F,P5,IIT,IIT,H00159,ITESM Campus San Luis Potosí,San Luis Potosí,San Luis Potosí,San Luis Potosí,97.1,1465.0,2023-09-18T00:00:00.000Z,1,1,San Luis Potosí,17.0,Solicitud,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,M,P5,IBQ,IQ,H00229,ITESM Campus Eugenio Gza. Sada,Monterrey,Monterrey,Nuevo León,87.26,,2023-11-29T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Estado de México,CEM,Mexicana,F,P5,NEG,LAF,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,94.23,,2023-10-04T00:00:00.000Z,1,1,Estado de México,17.0,Base de datos,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Santa Fe,CSF,Mexicana,M,P5,ICT,ITC,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,91.02,1422.0,2023-09-15T00:00:00.000Z,1,1,Santa Fe,17.0,Base de datos,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,M,O5,IIT,IM,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,88.91,,2024-01-02T00:00:00.000Z,0,0,Santa Fe,18.0,Base de datos,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,O5,AMC,ARQ,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,89.2,,2023-10-27T00:00:00.000Z,1,1,Saltillo,18.0,Base de datos,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,O5,ESC,LAD,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,92.22,1209.0,2023-09-28T00:00:00.000Z,1,1,Saltillo,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Guadalajara,GDA,Mexicana,F,P5,ICI,ICI,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,91.83,1228.0,2023-09-14T00:00:00.000Z,1,1,Guadalajara,17.0,Base de datos,44.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Tradicional,0.0,1.0,0.25,0.25,0
Monterrey,MTY,Mexicana,F,P5,ESC,ESC,H13917,ITESM Campus Santa Catarina,Ciudad Santa Catarina,Santa Catarina,Nuevo León,91.5,,2023-09-27T00:00:00.000Z,1,1,Monterrey,18.0,Solicitud,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Guadalajara,GDA,Mexicana,M,O5,IIT,IIT,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,87.16,,2023-11-29T00:00:00.000Z,1,1,Santa Fe,18.0,Solicitud,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Santa Fe,CSF,Mexicana,M,P5,ICI,IDM,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,93.96,1359.0,2023-10-19T00:00:00.000Z,1,1,Santa Fe,17.0,Base de datos,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,F,O5,IIT,IIS,H00158,ITESM Campus Querétaro,Santiago de Querétaro,Querétaro,Querétaro,94.96,1234.0,2023-10-12T00:00:00.000Z,1,1,Querétaro,18.0,Solicitud,45.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
San Luis Potosí,SLP,Mexicana,M,P5,IIT,IIS,H00159,ITESM Campus San Luis Potosí,San Luis Potosí,San Luis Potosí,San Luis Potosí,88.29,,2024-02-21T00:00:00.000Z,1,1,San Luis Potosí,17.0,Base de datos,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1
San Luis Potosí,SLP,Mexicana,F,P5,NEG,NEG,H00159,ITESM Campus San Luis Potosí,San Luis Potosí,San Luis Potosí,San Luis Potosí,85.56,,2023-10-11T00:00:00.000Z,1,1,San Luis Potosí,17.0,Base de datos,26.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,Atletico,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Talento Estudiantil,1.0,1.0,0.4,0.0,1
Saltillo,SAL,Mexicana,M,P5,ICT,ITC,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,87.66,,2023-11-08T00:00:00.000Z,1,1,Saltillo,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Saltillo,SAL,Mexicana,M,P5,IIT,IMT,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,98.16,1481.0,2023-11-08T00:00:00.000Z,1,1,Saltillo,17.0,Base de datos,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Santa Fe,CSF,Mexicana,F,P5,CIS,LED,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,95.53,1153.0,2023-11-15T00:00:00.000Z,1,1,Santa Fe,17.0,Solicitud,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,F,O5,NEG,NEG,H19021,ITESM Campus Valle Alto,Monterrey,Monterrey,Nuevo León,89.53,1053.0,2023-09-18T00:00:00.000Z,1,1,Monterrey,18.0,Solicitud,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,F,O5,ESC,ARQ,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,93.53,1243.0,2023-09-27T00:00:00.000Z,1,1,Saltillo,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Querétaro,QRO,Mexicana,M,P5,NEG,NEG,H00158,ITESM Campus Querétaro,Santiago de Querétaro,Querétaro,Querétaro,82.7,,2023-10-11T00:00:00.000Z,1,1,Querétaro,18.0,Solicitud,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Saltillo,SAL,Mexicana,F,P5,NEG,LIN,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,93.83,1266.0,2023-09-26T00:00:00.000Z,1,1,Saltillo,17.0,Solicitud,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,M,O5,IIT,IIT,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,89.916,,2023-12-06T00:00:00.000Z,1,1,Saltillo,18.0,Base de datos,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Ciudad de México,CCM,Mexicana,F,P5,SLD,MC,H00165,ITESM Campus Ciudad de México,Tlalpan,Indefinido,Ciudad de México,93.16,1455.0,2023-11-27T00:00:00.000Z,1,1,Ciudad de México,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
San Luis Potosí,SLP,Mexicana,M,P5,IIT,IIT,H00159,ITESM Campus San Luis Potosí,San Luis Potosí,San Luis Potosí,San Luis Potosí,88.93,,2023-12-12T00:00:00.000Z,0,0,San Luis Potosí,17.0,Solicitud,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,O5,IIT,IIT,H00162,ITESM Campus León,León de los Aldama,León,Guanajuato,83.44,,2023-11-29T00:00:00.000Z,0,0,León,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Querétaro,QRO,Mexicana,M,P5,NEG,NEG,H00158,ITESM Campus Querétaro,Santiago de Querétaro,Querétaro,Querétaro,91.6,1414.0,2024-01-04T00:00:00.000Z,1,1,Querétaro,19.0,Base de datos,43.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,F,P5,NEG,BFI,H13989,ITESM Campus Cumbres,Monterrey,Monterrey,Nuevo León,99.35,1517.0,2023-10-24T00:00:00.000Z,1,1,Monterrey,18.0,Solicitud,50.0,0.0,1.0,0.2,0.2,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Tradicional,0.0,1.0,0.2,0.2,0
Estado de México,CEM,Mexicana,M,P5,ICT,ITC,H00168,ITESM Campus Estado de México,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,92.9,1400.0,2023-09-15T00:00:00.000Z,1,1,Estado de México,18.0,Base de datos,50.0,0.0,1.0,0.1,0.1,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Tradicional,0.0,1.0,0.1,0.1,0
Monterrey,MTY,Mexicana,F,O5,ESC,ESC,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,90.53,1303.0,2023-11-16T00:00:00.000Z,1,1,Saltillo,18.0,Solicitud,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Santa Fe,CSF,Otros,F,P5,NEG,BBA,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,91.23,1378.0,2023-10-11T00:00:00.000Z,1,1,Santa Fe,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Santa Fe,CSF,Mexicana,F,P5,NEG,BGB,H13819,ITESM Campus Santa Fe,Alvaro Obregón,Indefinido,Ciudad de México,94.03,1404.0,2023-09-27T00:00:00.000Z,1,1,Santa Fe,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Guadalajara,GDA,Mexicana,F,P5,ESC,LTM,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,97.0,1095.0,2023-09-14T00:00:00.000Z,1,1,Guadalajara,17.0,Base de datos,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
