CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,AREA,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,NOMBRE_ESCUELA,DESC_CIUDAD_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_ESTADO_ESCUELA,V_PROM_IND,V_PAA_IND,FECHA_DECISION_ADMISION_FINAL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,V_PLDM,V_SOL_BSE,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,V_POSBCRE,BECA_BHP,V_POSBEM,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,TIPO_BECA_F,V_BECABTE,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F,V_PAA_MISSING
Monterrey,MTY,Mexicana,M,P5,ICT,ICT,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,77.4,1344.0,2023-12-12T00:00:00.000Z,1,1,Monterrey,19.0,Solicitud,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,0
Monterrey,MTY,Mexicana,M,P5,SLD,LNB,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,88.32,,2023-10-24T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,P5,ICI,IFI,H00229,ITESM Campus Eugenio Gza. Sada,Monterrey,Monterrey,Nuevo León,98.02,1515.0,2023-12-15T00:00:00.000Z,1,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Guadalajara,GDA,Mexicana,M,P5,ICT,ITC,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,89.7,,2023-09-28T00:00:00.000Z,1,1,Guadalajara,18.0,Base de datos,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,P5,IBQ,IBT,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,84.46,,2024-01-22T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,P5,NEG,LDE,H00229,ITESM Campus Eugenio Gza. Sada,Monterrey,Monterrey,Nuevo León,91.62,,2023-11-09T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,P5,NEG,NEG,H13917,ITESM Campus Santa Catarina,Ciudad Santa Catarina,Santa Catarina,Nuevo León,82.55,,2023-11-16T00:00:00.000Z,1,1,Monterrey,18.0,Solicitud,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,P5,SLD,MC,H13917,ITESM Campus Santa Catarina,Ciudad Santa Catarina,Santa Catarina,Nuevo León,94.43,1329.0,2024-01-18T00:00:00.000Z,1,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,0
Monterrey,MTY,Mexicana,F,P5,SLD,LNB,H13989,ITESM Campus Cumbres,Monterrey,Monterrey,Nuevo León,91.5,,2023-11-16T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,F,P5,IBQ,IDS,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,90.36,,2024-01-25T00:00:00.000Z,0,0,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,P5,NEG,LDO,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,95.63,1329.0,2023-11-24T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,M,P5,ICT,ICT,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,92.96,,2023-10-10T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,P5,IIT,IIT,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,89.56,,2023-10-10T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,P5,ICT,ICT,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,90.86,,2023-09-27T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,O5,IBQ,IBQ,H19021,ITESM Campus Valle Alto,Monterrey,Monterrey,Nuevo León,91.16,1443.0,2023-10-10T00:00:00.000Z,1,1,Monterrey,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,F,P5,IBQ,IAL,H13989,ITESM Campus Cumbres,Monterrey,Monterrey,Nuevo León,91.12,,2023-09-27T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,F,P5,CIS,LEC,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,96.03,,2023-11-17T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,F,P5,SLD,MC,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,95.9,1390.0,2023-12-12T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,0
Monterrey,MTY,Mexicana,F,P5,NEG,BGB,H13917,ITESM Campus Santa Catarina,Ciudad Santa Catarina,Santa Catarina,Nuevo León,87.9,,2023-10-12T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,O5,IIT,IIT,H19021,ITESM Campus Valle Alto,Monterrey,Monterrey,Nuevo León,82.9,,2023-11-16T00:00:00.000Z,0,0,Monterrey,17.0,Solicitud,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,P5,IIT,BIE,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,96.46,,2023-11-16T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,F,P5,IBQ,IAL,H00229,ITESM Campus Eugenio Gza. Sada,Monterrey,Monterrey,Nuevo León,97.33,1411.0,2023-09-27T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Querétaro,QRO,Mexicana,F,P5,ESC,LC,H00158,ITESM Campus Querétaro,Santiago de Querétaro,Querétaro,Querétaro,96.83,,2023-12-13T00:00:00.000Z,0,0,Querétaro,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,P5,SLD,MO,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,82.55,,2024-01-12T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Ciudad Obregón,COB,Mexicana,M,P5,NEG,NEG,H00172,ITESM Campus Ciudad Obregón,Ciudad Obregón,Cajeme,Sonora,81.03,,2023-12-12T00:00:00.000Z,1,1,Ciudad Obregón,17.0,Base de datos,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Guadalajara,GDA,Mexicana,M,P5,NEG,NEG,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,92.76,1354.0,2023-09-28T00:00:00.000Z,1,1,Guadalajara,18.0,Base de datos,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,F,O5,SLD,LPS,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,85.63,,2023-11-13T00:00:00.000Z,1,1,Saltillo,17.0,Base de datos,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,P5,CIS,CIS,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,84.03,,2024-01-02T00:00:00.000Z,0,0,Monterrey,17.0,Base de datos,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,P5,SLD,LPS,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,82.9,,2023-12-11T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,P5,NEG,BGB,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,94.77,,2023-11-06T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,P5,IIT,IIT,H13989,ITESM Campus Cumbres,Monterrey,Monterrey,Nuevo León,90.58,,2023-12-12T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,F,P5,SLD,LPS,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,91.041,1327.0,2023-11-13T00:00:00.000Z,1,1,Monterrey,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,F,P5,SLD,LPS,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,95.3,1294.0,2023-10-26T00:00:00.000Z,1,1,Monterrey,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,0
Monterrey,MTY,Mexicana,M,P5,ICI,IDM,H00229,ITESM Campus Eugenio Gza. Sada,Monterrey,Monterrey,Nuevo León,98.02,,2023-10-10T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,F,O5,IIT,IIT,H00166,ITESM Campus Laguna,Torreón,Torreón,Coahuila,96.63,,2023-10-16T00:00:00.000Z,1,1,Laguna,17.0,Solicitud,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,F,P5,SLD,LNB,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,80.55,,2024-02-19T00:00:00.000Z,0,0,Monterrey,17.0,Base de datos,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,P5,IIT,BIE,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,81.61,,2023-10-24T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,O5,NEG,NEG,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,81.66,,2023-12-13T00:00:00.000Z,1,1,Saltillo,18.0,Solicitud,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,P5,SLD,MC,H13989,ITESM Campus Cumbres,Monterrey,Monterrey,Nuevo León,92.45,1385.0,2023-12-07T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,F,P5,AMC,BA,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,89.51,,2023-11-07T00:00:00.000Z,1,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,P5,IBQ,IBQ,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,80.8,1168.0,2023-12-12T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,F,P5,NEG,NEG,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,81.96,,2024-01-12T00:00:00.000Z,1,1,Monterrey,17.0,Solicitud,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,F,P5,CIS,CIS,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,91.8,,2023-09-14T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,P5,CIS,LEC,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,89.4,,2023-09-27T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,P5,IIT,IM,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,81.53,,2024-02-14T00:00:00.000Z,0,0,Monterrey,17.0,Solicitud,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Guadalajara,GDA,Mexicana,M,P5,ICT,ITC,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,93.41,,2023-09-14T00:00:00.000Z,0,0,Guadalajara,17.0,Base de datos,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,O5,ICI,ICI,H00160,ITESM Campus Irapuato,Irapuato,Irapuato,Guanajuato,98.36,1473.0,2023-10-19T00:00:00.000Z,1,1,Irapuato,16.0,Solicitud,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,F,O5,NEG,LEM,H19021,ITESM Campus Valle Alto,Monterrey,Monterrey,Nuevo León,86.56,,2023-09-27T00:00:00.000Z,1,1,Monterrey,18.0,Solicitud,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,P5,IIT,IID,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,86.96,,2023-10-10T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,P5,IIT,IM,H00229,ITESM Campus Eugenio Gza. Sada,Monterrey,Monterrey,Nuevo León,96.16,,2023-11-07T00:00:00.000Z,0,0,Monterrey,17.0,Base de datos,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Estadounidense,F,O5,IBQ,IBQ,H00153,ITESM Campus Chihuahua,Chihuahua,Chihuahua,Chihuahua,93.23,,2023-11-24T00:00:00.000Z,0,0,Chihuahua,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Guadalajara,GDA,Mexicana,F,P5,ICT,ITC,H00177,ITESM Campus Guadalajara,Zapopan,Zapopan,Jalisco,96.96,1433.0,2023-09-28T00:00:00.000Z,1,1,Guadalajara,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Monterrey,MTY,Mexicana,M,O5,IIT,IIS,H19021,ITESM Campus Valle Alto,Monterrey,Monterrey,Nuevo León,86.83,,2024-01-25T00:00:00.000Z,0,0,Monterrey,18.0,Base de datos,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,P5,IIT,IIS,H13917,ITESM Campus Santa Catarina,Ciudad Santa Catarina,Santa Catarina,Nuevo León,80.22,,2024-02-12T00:00:00.000Z,0,0,Monterrey,18.0,Base de datos,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,P5,ICI,ICI,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,91.59,,2023-10-19T00:00:00.000Z,0,0,Monterrey,17.0,Solicitud,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,P5,IBQ,IQ,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,86.25,,2023-12-04T00:00:00.000Z,1,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,P5,NEG,BFI,H13917,ITESM Campus Santa Catarina,Ciudad Santa Catarina,Santa Catarina,Nuevo León,97.214,1431.0,2023-11-13T00:00:00.000Z,1,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0
Laguna,LAG,Mexicana,M,P5,IIT,IMT,H00166,ITESM Campus Laguna,Torreón,Torreón,Coahuila,83.9,,2023-10-11T00:00:00.000Z,0,0,Laguna,17.0,Base de datos,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Liderazgo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,M,P5,IIT,IIT,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,84.7,,2023-09-27T00:00:00.000Z,1,1,Monterrey,18.0,Base de datos,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,P5,ESC,LC,H13990,ITESM Campus Garza Lagüera,Monterrey,Monterrey,Nuevo León,97.8,,2023-10-19T00:00:00.000Z,1,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,F,O5,SLD,MO,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,92.8,,2023-10-10T00:00:00.000Z,1,1,Saltillo,17.0,Solicitud,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Monterrey,MTY,Mexicana,M,O5,ESC,ESC,H19021,ITESM Campus Valle Alto,Monterrey,Monterrey,Nuevo León,80.43,,2024-02-08T00:00:00.000Z,0,0,Monterrey,18.0,Solicitud,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1
Monterrey,MTY,Mexicana,F,O5,ESC,ARQ,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,84.22,,2023-10-19T00:00:00.000Z,1,1,Saltillo,17.0,Base de datos,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
Saltillo,SAL,Mexicana,F,P5,IBQ,IBQ,H00150,ITESM Campus Saltillo,Saltillo,Saltillo,Coahuila,87.5,,2023-10-12T00:00:00.000Z,1,1,Saltillo,18.0,Solicitud,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.9,0.0,1.0,0.0,1.0,1.0,Hijo de Profesor,0.0,1.0,0.9,0.0,1
Guadalajara,GDA,Mexicana,F,O5,NEG,NEG,H00159,ITESM Campus San Luis Potosí,San Luis Potosí,San Luis Potosí,San Luis Potosí,94.75,,2023-09-29T00:00:00.000Z,1,1,San Luis Potosí,17.0,Base de datos,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,1
