CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,AREA,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,NOMBRE_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_PAIS_ESCUELA,V_PROM_IND,V_PAA_IND,PERFIL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,RUBRICA,ENSAYO,CV,V_PLDM,V_SOL_BSE,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,V_POSBCRE,BECA_BHP,V_POSBEM,V_POSBTT,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,V_BECABTE,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F
Tampico,TAM,Mexicana,F,N5,IBQ,IBQ,H00088,Instituto Cultural Tampico,Tampico,México,93.0,1178,Perfil A,0,0,Tampico,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Liderazgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,IIT,IIS,H42028,Preparatoria Cuauhtemoc Qro.,Querétaro,México,82.8,1197,Perfil A,0,0,Querétaro,18.0,Solicitud,85.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,IIT,IIT,H00027,José de Escandón La Salle,Victoria,México,93.81,1331,Perfil A,1,1,Monterrey,17.0,Solicitud,88.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonora Norte,HER,Mexicana,F,N5,NEG,LIN,H01075,Colegio Lux A.C.,Hermosillo,México,95.23,1142,Perfil B,1,1,Sonora Norte,17.0,Solicitud,68.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,N5,ESC,LC,H03213,Colegio Alemán de Guadalajara,Zapopan,México,90.0,1232,Perfil A,1,1,Guadalajara,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,IIT,IMT,H68304,Heritage High School,,Estados Unidos de América,95.57,1370,Perfil A,1,1,Extranjero NO LATAM,17.0,Solicitud,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,NEG,LAF,H11337,Colegio Fontanar,Querétaro,México,95.0,1380,Perfil A+,0,0,Querétaro,18.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,N5,NEG,CPF,H82023,Colegio Militarizado Alfa,Tlajomulco de Zúñiga,México,97.0,1258,Perfil A,1,1,,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,NEG,NEG,H00322,Centro Universitario México,Benito Juárez,México,86.5,1277,Perfil A,0,0,Ciudad de México,17.0,Solicitud,97.0,22.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,IIT,BME,H67922,Preparatoria Alfa Fundación,Monterrey,México,93.6,1414,Perfil A+,0,0,Monterrey,18.0,Solicitud,110.0,25.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,NEG,LDE,H13239,American School Foundation,Santa Catarina,México,82.81,1350,Perfil A,1,1,Monterrey,18.0,Solicitud,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,NEG,NEG,H03394,C.B.T.I.S. No. 118,Querétaro,México,88.0,1126,Perfil D,1,1,Querétaro,17.0,Solicitud,22.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,NEG,LAF,H21839,Liceo de Monterrey Blueridge,Monterrey,México,83.0,1194,Perfil A,1,1,Monterrey,18.0,Solicitud,94.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,N5,IBQ,IDS,H01864,Escuela Tomás Alva Edison,Indefinido,México,98.0,1340,Perfil A,1,1,Ciudad de México,18.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IM,H67922,Preparatoria Alfa Fundación,Monterrey,México,91.1,1401,Perfil A+,1,1,Monterrey,18.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,NEG,NEG,H00850,Baden Powell,Atizapán de Zaragoza,México,95.5,1353,Perfil A,1,1,Estado de México,17.0,Contacto directo,94.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,F,N5,NEG,NEG,H66345,Univ Anáhuac Bachill Cumb Agua,Aguascalientes,México,89.0,1151,Perfil B,1,1,Aguascalientes,17.0,Solicitud,70.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,ESC,LAD,H49001,Plantel Cuauhtémoc,Toluca,México,91.89,1422,Perfil A+,1,1,,17.0,Marketing digital,91.0,21.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,N5,AMC,ARQ,H63738,Bachillerato Sara Alarcón,Indefinido,México,94.43,1062,Perfil D,0,0,Santa Fe,17.0,Contacto directo,40.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,IIT,IIT,H05265,C.E.C.Y.T. No. 7 Cuauhtémoc,Indefinido,México,94.06,1353,Perfil A,1,1,Ciudad de México,17.0,Marketing digital,104.0,19.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Hondureña,M,N5,IIT,BIE,H02348,Escuela Academia Americana,,Honduras,87.5,1210,Perfil A,0,0,Extranjero LATAM,17.0,Solicitud,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Hondureña,M,N5,CIS,LEC,H00981,Academia Los Pinares,Indefinido,Honduras,91.75,1160,Perfil B,1,1,Extranjero LATAM,17.0,Solicitud,64.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,NEG,LAF,H27471,Instituto Morelos Preparatoria Michoacán,Uruapan,México,90.0,1323,Perfil A,1,1,Morelia,17.0,Solicitud,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,NEG,NEG,H14855,Colegio Moderno Tepeyac,Naucalpan de Juárez,México,94.0,1296,Perfil A,0,0,Estado de México,17.0,Solicitud,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Ecuatoriana,M,N5,IIT,IMD,H16185,Unid Educ El Colegio de Liga,,Ecuador,96.05,1378,Perfil A+,1,1,Extranjero LATAM,17.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,N5,ESC,LDI,H01868,Preparatoria Nuevo Continente,Indefinido,México,90.7,1163,Perfil B,1,1,Ciudad de México,19.0,Solicitud,64.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
León,LEO,Mexicana,F,N5,ESC,ARQ,H01439,Compl. Educt. Hispanoamericano,León,México,91.0,1315,Perfil A,1,1,León,17.0,Solicitud,100.0,15.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,AMC,AMC,H06527,Instituto Blaise Pascale,Oaxaca de Juárez,México,91.0,1236,Perfil A,0,0,Puebla,17.0,Solicitud,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IBQ,IBQ,H00025,Prepa Anáhuac Monterrey,San Pedro Garza García,México,94.94,1388,Perfil A+,1,1,Monterrey,18.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,NEG,CPF,H17538,Inst Educativo de Zacatecas,Guadalupe,México,85.25,1317,Perfil A,1,1,Zacatecas,17.0,Solicitud,92.0,22.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,NEG,LIN,H13347,Universidad del Valle de Méxic,Cuautitlán Izcalli,México,99.0,1239,Perfil A,1,1,Estado de México,18.0,Solicitud,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,M,N5,ICT,ICT,H17280,Instituto Jean Piaget,Culiacán,México,99.0,1319,Perfil A,1,1,Sinaloa,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,M,N5,ICT,ICT,H17280,Instituto Jean Piaget,Culiacán,México,97.05,1414,Perfil A+,1,1,Sinaloa,18.0,Solicitud,100.0,15.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,NEG,LAE,H00825,John F. Kennedy,Querétaro,México,87.0,1286,Perfil A,1,1,Querétaro,19.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,NEG,LAF,H15681,Tecnológico del Plantel Azteca,Gustavo A. Madero,México,93.23,1299,Perfil A,1,1,Estado de México,18.0,Solicitud,69.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,IIT,IMD,H67922,Preparatoria Alfa Fundación,Monterrey,México,87.39,1316,Perfil A,1,1,Monterrey,17.0,Marketing digital,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,N5,IIT,BIE,H00531,Prepa Anáhuac México Campus C,Cuajimalpa de Morelos,México,94.27,1286,Perfil A,0,0,Santa Fe,17.0,Solicitud,100.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laguna,LAG,Mexicana,M,N5,IIT,IMT,H00831,Instituto Francés de La Laguna,Gómez Palacio,México,96.5,1341,Perfil A,1,1,Laguna,17.0,Solicitud,90.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,NEG,LAF,H40433,Advantages School Internationa,,Estados Unidos de América,94.83,1281,Perfil A,0,0,Extranjero NO LATAM,18.0,Solicitud,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Costarricense,M,N5,IIT,IIS,H18470,The British Sch of Costa Rica,,Costa Rica,98.76,1370,Perfil A,1,1,Extranjero LATAM,19.0,Solicitud,98.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,AMC,ARQ,H22512,Escuela Femenina de Montefalco,Jonacatepec de Leandro Valle,México,96.0,1168,Perfil D,1,1,Cuernavaca,19.0,Solicitud,50.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,IIT,IM,H00517,Universidad La Salle,Indefinido,México,96.5,1198,Perfil A,0,0,Santa Fe,17.0,Marketing digital,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,SLD,MC,H00503,"Bach Alexander Bain, S.C.",Álvaro Obregón,México,89.36,1338,Perfil A,1,1,Santa Fe,18.0,Marketing digital,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,F,N5,IIT,IIS,H00408,Instituto Aguascalientes A.C.,Aguascalientes,México,94.0,1217,Perfil B,1,1,Aguascalientes,17.0,Solicitud,76.0,21.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,N5,NEG,NEG,H66226,Colegio Anáhuac Colima,Colima,México,94.3,1236,Perfil A,1,1,Guadalajara,17.0,Solicitud,110.0,25.0,25.0,0.0,1.0,0.35,0.25,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,N5,IIT,IIT,H00876,Instituto Mexicano Regina,Miguel Hidalgo,México,92.5,1342,Perfil A,1,1,Santa Fe,18.0,Solicitud,95.0,25.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Saltillo,SAL,Mexicana,F,N5,IIT,IIT,H01523,Liceo Alberto del Canto A.C.,Arteaga,México,93.45,1437,Perfil A+,1,1,Saltillo,16.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,N5,ESC,LAD,H01948,UPAEP Prepa Lomas,Puebla,México,95.4,1079,Perfil D,1,1,Puebla,17.0,Marketing digital,36.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,N5,ICI,ICI,H02271,Colegio Franco Inglés,Cuajimalpa de Morelos,México,93.0,1205,Perfil A,0,0,Santa Fe,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,IBQ,IBT,H02710,Instituto Cultural Copán,Naucalpan de Juárez,México,97.92,1154,Perfil B,1,1,Estado de México,18.0,Marketing digital,70.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,NEG,BGB,H09875,San Patricio International Sch,Monterrey,México,91.08,1328,Perfil A,1,1,Monterrey,17.0,Contacto directo,93.0,23.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,NEG,LAF,H00694,Nuevo Continente,Benito Juárez,México,89.0,1442,Perfil A,1,1,Ciudad de México,18.0,Marketing digital,90.0,15.0,15.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,0.25
Monterrey,MTY,Mexicana,M,N5,NEG,NEG,H61297,Bachillerato Anáhuac,Centro,México,94.7,1315,Perfil A,1,1,Puebla,18.0,Solicitud,94.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IBQ,IBT,H67922,Preparatoria Alfa Fundación,Monterrey,México,92.68,1440,Perfil A+,1,1,Monterrey,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,ICT,ICT,H00850,Baden Powell,Atizapán de Zaragoza,México,91.0,1215,Perfil A,1,1,Estado de México,17.0,Solicitud,95.0,25.0,10.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2,0.0
Estado de México,CEM,Mexicana,F,N5,NEG,LAF,H00711,Colegio Indoamericano S.C.,Tlalnepantla de Baz,México,92.5,1245,Perfil A,0,0,Estado de México,17.0,Solicitud,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,SLD,MC,H15681,Tecnológico del Plantel Azteca,Gustavo A. Madero,México,99.69,1421,Perfil A+,1,1,Estado de México,17.0,Solicitud,106.0,21.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,AMC,ARQ,H02710,Instituto Cultural Copán,Naucalpan de Juárez,México,97.83,1253,Perfil A,1,1,Estado de México,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,N5,ICI,IDM,H01864,Escuela Tomás Alva Edison,Indefinido,México,100.0,1527,Perfil A+,0,0,Ciudad de México,18.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,ICI,IFI,H67922,Preparatoria Alfa Fundación,Monterrey,México,94.0,1459,Perfil A+,1,1,Monterrey,18.0,Solicitud,110.0,25.0,25.0,0.0,1.0,0.2,0.2,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,NEG,BGB,H64417,Centro Educativo Continental,Carmen,México,97.46,1233,Perfil A,1,1,Puebla,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,NEG,LAF,H00968,Univ. del Valle de México,Indefinido,México,92.99,1406,Perfil A+,0,0,Ciudad de México,18.0,Solicitud,94.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,ICI,INA,H02089,Universidad Latinoamericana,Indefinido,México,98.0,1347,Perfil A,0,0,Ciudad de México,17.0,Solicitud,95.0,25.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,NEG,NEG,H03091,Colegio México (U.N.A.M.),Orizaba,México,89.0,1204,Perfil A,0,0,Puebla,17.0,Solicitud,102.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,IIT,IM,H79763,Preparatoria Balmoral Escocés,Querétaro,México,90.5,1281,Perfil A,0,0,,17.0,Solicitud,88.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,ESC,ESC,H03017,Colegio Nuevo Continente,Querétaro,México,95.0,1157,Perfil B,1,1,Querétaro,19.0,Solicitud,70.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,ESC,LDI,H00517,Universidad La Salle,Indefinido,México,84.0,1222,Perfil A,0,0,Santa Fe,18.0,Marketing digital,98.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,NEG,LAE,H15681,Tecnológico del Plantel Azteca,Gustavo A. Madero,México,98.3,1349,Perfil A,0,0,Estado de México,17.0,Solicitud,91.0,21.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Boliviana,F,N5,NEG,BGB,H19642,Deutsche Schule- Colegio Alemá,,Bolivia,93.59,1410,Perfil A+,1,1,Extranjero LATAM,19.0,Solicitud,96.0,21.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,N5,IIT,IIT,H41803,Centro Educativo Crecer,Tlaxcala,México,96.94,1367,Perfil A+,1,1,Puebla,17.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,IIT,IM,H08533,Centro Escolar del Tepeyac,Naucalpan de Juárez,México,87.5,1303,Perfil A,1,1,Estado de México,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,CIS,LRI,H02774,Instituto Asunción de Querétar,Querétaro,México,95.0,1161,Perfil B,0,0,Querétaro,18.0,Solicitud,70.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
