SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,DESC_ESTADO_ESCUELA,V_PROM_IND,V_PAA_IND,FECHA_DECISION_ADMISION_FINAL,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,BECABTE,DISCIPLINA,V_BHP,POST_ANYBECA,TIPO_BECA_F,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F,ESTADO_BSE,ESTADO_BTE
CCM,Mexicana,F,P5,LDI,H00165,Ciudad de México,87.93,0,2023-10-27T00:00:00.000Z,1,Ciudad de México,17.0,Base de datos,31.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
GDA,Mexicana,F,P5,LAF,H00177,Jalisco,93.76,1290,2023-09-28T00:00:00.000Z,1,Guadalajara,18.0,Base de datos,30.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,M,P5,ICT,H00168,Estado de México,89.16,0,2023-10-23T00:00:00.000Z,1,Estado de México,18.0,Base de datos,23.0,0.25,0.25,0.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.25,0.25,2.0,0.0
AGS,Mexicana,F,P5,LAD,H04128,Aguascalientes,84.75,0,2024-01-02T00:00:00.000Z,0,Aguascalientes,18.0,Solicitud,45.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,P5,NEG,H15903,Puebla,94.48,1312,2023-11-22T00:00:00.000Z,1,Puebla,17.0,Solicitud,50.0,0.0,0.0,1.0,0.0,Artistico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
CEM,Mexicana,F,P5,LIN,H00168,Estado de México,92.19,1214,2023-10-24T00:00:00.000Z,1,Estado de México,19.0,Solicitud,41.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
MTY,Mexicana,F,P5,ITC,H13990,Nuevo León,87.86,0,2023-11-07T00:00:00.000Z,1,Monterrey,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,Liderazgo,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
CSF,Mexicana,F,P5,BGB,H13819,Ciudad de México,91.35,1260,2023-10-23T00:00:00.000Z,1,Santa Fe,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,P5,ICT,H00177,Jalisco,93.35,1299,2023-09-14T00:00:00.000Z,1,Guadalajara,17.0,Base de datos,25.0,0.1,0.1,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
CSF,Mexicana,F,P5,LEM,H13819,Ciudad de México,89.58,0,2023-11-15T00:00:00.000Z,1,Santa Fe,18.0,Base de datos,39.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LEO,Mexicana,F,P5,ESC,H00162,Guanajuato,79.59,0,2024-03-04T00:00:00.000Z,0,León,18.0,Base de datos,37.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Mexicana,F,P5,IIT,H00163,Estado de México,99.67,1463,2023-09-18T00:00:00.000Z,1,Toluca,18.0,Base de datos,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,P5,NEG,H00177,Jalisco,85.33,0,2023-11-22T00:00:00.000Z,0,Guadalajara,17.0,Base de datos,32.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,NEG,H13917,Nuevo León,96.53,0,2023-09-13T00:00:00.000Z,0,Monterrey,18.0,Solicitud,,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,P5,LDI,H00168,Estado de México,86.72,0,2023-11-21T00:00:00.000Z,1,Estado de México,17.0,Base de datos,46.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LEO,Mexicana,F,P5,LRI,H00162,Guanajuato,90.74,1313,2023-10-10T00:00:00.000Z,1,León,18.0,Solicitud,38.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,O5,LAE,H00168,Estado de México,89.7,0,2023-11-15T00:00:00.000Z,1,Estado de México,17.0,Base de datos,22.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,O5,NEG,H13819,Ciudad de México,92.54,1307,2023-11-21T00:00:00.000Z,1,Santa Fe,18.0,Solicitud,47.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,NEG,H00229,Nuevo León,90.16,0,2023-09-14T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.15,0.15,0.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.15,0.0,2.0,0.0
CSF,Mexicana,F,O5,LEC,H00168,Estado de México,92.02,1347,2023-11-18T00:00:00.000Z,1,Estado de México,18.0,Solicitud,46.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,P5,NEG,H13819,Ciudad de México,90.93,1279,2023-11-22T00:00:00.000Z,1,Santa Fe,18.0,Solicitud,46.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,P5,ARQ,H00165,Ciudad de México,94.61,1302,2023-09-27T00:00:00.000Z,1,Ciudad de México,17.0,Marketing digital,38.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,IIS,H13917,Nuevo León,96.63,1399,2023-09-14T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SAL,Mexicana,M,P5,IIS,H00150,Coahuila,94.76,1342,2024-01-22T00:00:00.000Z,1,Saltillo,17.0,Solicitud,43.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,O5,ARQ,H00163,Estado de México,92.13,1338,2023-12-12T00:00:00.000Z,1,Toluca,17.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,O5,CIS,H00168,Estado de México,92.8,1247,2023-09-15T00:00:00.000Z,1,Estado de México,18.0,Marketing digital,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,MC,H13917,Nuevo León,98.69,1413,2023-12-07T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,O5,BFI,H00168,Estado de México,89.1,0,2023-10-09T00:00:00.000Z,0,Estado de México,17.0,Base de datos,44.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,O5,IBQ,H00162,Guanajuato,90.56,1346,2023-09-14T00:00:00.000Z,1,León,17.0,Base de datos,27.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,LAD,H13990,Nuevo León,96.67,0,2023-10-19T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,BFI,H13917,Nuevo León,97.06,1429,2024-01-12T00:00:00.000Z,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,P5,IFI,H00165,Ciudad de México,81.76,0,2024-02-08T00:00:00.000Z,0,Ciudad de México,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,M,P5,IDM,H00168,Estado de México,95.87,1370,2023-11-06T00:00:00.000Z,1,Estado de México,17.0,Base de datos,40.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LEO,Mexicana,F,P5,IMD,H00162,Guanajuato,93.9,1227,2023-12-11T00:00:00.000Z,1,León,17.0,Solicitud,36.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,P5,LEM,H00177,Jalisco,93.3,974,2023-09-28T00:00:00.000Z,1,Guadalajara,18.0,Base de datos,31.0,0.35,0.25,0.0,0.0,Atletico,0.0,1.0,Tradicional,1.0,0.35,0.25,2.0,1.0
MTY,Mexicana,M,O5,LDI,H00163,Estado de México,81.46,0,2024-02-19T00:00:00.000Z,1,Toluca,18.0,Base de datos,47.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,P5,NEG,H00168,Estado de México,93.87,1222,2023-09-12T00:00:00.000Z,1,Estado de México,18.0,Solicitud,31.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MOR,Mexicana,M,P5,IMT,H00169,Morelos,87.5,0,2023-11-23T00:00:00.000Z,1,Cuernavaca,18.0,Solicitud,43.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,P5,LIT,H00177,Jalisco,82.79,0,2023-10-12T00:00:00.000Z,1,Guadalajara,17.0,Base de datos,21.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,O5,LBC,H00172,Sonora,94.43,1343,2024-01-22T00:00:00.000Z,1,Ciudad Obregón,17.0,Base de datos,48.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,P5,LEM,H00168,Estado de México,94.63,1344,2023-11-06T00:00:00.000Z,1,Estado de México,17.0,Base de datos,24.0,0.35,0.25,1.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.35,0.25,2.0,0.0
MTY,Mexicana,F,P5,IDS,H13917,Nuevo León,95.83,1461,2023-09-28T00:00:00.000Z,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,O5,LEM,H00168,Estado de México,88.46,0,2023-11-13T00:00:00.000Z,1,Estado de México,18.0,Solicitud,35.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,NEG,H13917,Nuevo León,87.08,0,2023-10-27T00:00:00.000Z,1,Monterrey,18.0,Solicitud,40.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,P5,IRS,H00177,Jalisco,91.51,1388,2023-09-28T00:00:00.000Z,1,Guadalajara,17.0,Base de datos,44.0,0.0,0.0,1.0,0.0,Liderazgo,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
CCM,Mexicana,M,P5,NEG,H00165,Ciudad de México,86.74,0,2023-12-04T00:00:00.000Z,1,Ciudad de México,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,P5,ICT,H00177,Jalisco,94.43,1249,2023-09-14T00:00:00.000Z,1,Guadalajara,18.0,Base de datos,29.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,P5,LAF,H00177,Jalisco,88.6,0,2023-11-22T00:00:00.000Z,1,Guadalajara,18.0,Base de datos,50.0,0.2,0.2,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
MTY,Mexicana,M,O5,CIS,H19021,Nuevo León,91.67,1430,2023-09-13T00:00:00.000Z,1,Monterrey,18.0,Base de datos,41.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,NEG,H13917,Nuevo León,82.8,0,2023-11-16T00:00:00.000Z,1,Monterrey,18.0,Base de datos,47.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,O5,LED,H00165,Ciudad de México,84.33,0,2023-10-12T00:00:00.000Z,1,Ciudad de México,18.0,Solicitud,44.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,O5,ARQ,H00150,Coahuila,98.16,1468,2023-10-12T00:00:00.000Z,1,Saltillo,18.0,Solicitud,40.0,0.35,0.25,1.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.35,0.25,2.0,0.0
MTY,Mexicana,M,P5,BME,H13989,Nuevo León,87.41,0,2023-10-24T00:00:00.000Z,0,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,P5,ESC,H00177,Jalisco,94.33,1185,2023-09-29T00:00:00.000Z,1,Guadalajara,17.0,Solicitud,46.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,LNB,H13989,Nuevo León,93.61,1323,2024-01-12T00:00:00.000Z,1,Monterrey,18.0,Base de datos,48.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
GDA,Mexicana,F,P5,IIT,H00177,Jalisco,98.2,0,2023-09-14T00:00:00.000Z,1,Guadalajara,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
GDA,Mexicana,M,P5,NEG,H00177,Jalisco,86.13,0,2023-11-22T00:00:00.000Z,1,Guadalajara,17.0,Solicitud,34.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,ESC,H00229,Nuevo León,94.26,0,2023-10-24T00:00:00.000Z,0,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,O5,ARQ,H00170,Chiapas,95.36,1282,2023-09-14T00:00:00.000Z,1,Chiapas,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MOR,Mexicana,F,P5,IMT,H00169,Morelos,96.32,1490,2023-11-27T00:00:00.000Z,1,Cuernavaca,18.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,IFI,H13990,Nuevo León,95.97,1490,2024-03-04T00:00:00.000Z,1,Monterrey,17.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,MO,H13917,Nuevo León,97.6,1356,2023-11-07T00:00:00.000Z,0,Monterrey,18.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,O5,LDI,H00150,Coahuila,86.73,1037,2024-02-12T00:00:00.000Z,1,Saltillo,18.0,Solicitud,45.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,O5,ICT,H00168,Estado de México,94.53,1343,2024-01-25T00:00:00.000Z,1,Estado de México,18.0,Base de datos,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,BIE,H13917,Nuevo León,84.09,0,2023-12-05T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LEO,Mexicana,M,P5,IQ,H00162,Guanajuato,92.1,1369,2023-09-27T00:00:00.000Z,1,León,18.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,LAF,H13990,Nuevo León,87.0,0,2023-11-07T00:00:00.000Z,1,Monterrey,18.0,Base de datos,41.0,0.0,0.0,0.0,0.0,Artistico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
MTY,Mexicana,F,O5,ESC,H14074,Michoacán,94.47,0,2023-11-06T00:00:00.000Z,1,Morelia,18.0,Base de datos,45.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,IIS,H13989,Nuevo León,95.8,1416,2024-01-02T00:00:00.000Z,1,Monterrey,17.0,Solicitud,,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,P5,IIT,H00168,Estado de México,96.48,1341,2023-11-06T00:00:00.000Z,1,Estado de México,18.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,P5,AMC,H00177,Jalisco,92.96,1232,2023-09-14T00:00:00.000Z,1,Guadalajara,19.0,Solicitud,41.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,CIS,H13989,Nuevo León,99.09,1504,2023-09-27T00:00:00.000Z,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,M,O5,NEG,H00170,Chiapas,92.09,0,2023-11-20T00:00:00.000Z,1,Chiapas,18.0,Base de datos,19.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
CEM,Mexicana,F,P5,NEG,H00168,Estado de México,87.83,0,2023-11-08T00:00:00.000Z,1,Estado de México,17.0,Marketing digital,40.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,O5,BGB,H00170,Chiapas,90.68,1235,2023-11-29T00:00:00.000Z,1,Chiapas,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,MO,H13990,Nuevo León,84.03,0,2023-10-10T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SLP,Mexicana,M,P5,IIS,H00159,San Luis Potosí,81.48,0,2023-09-27T00:00:00.000Z,1,San Luis Potosí,18.0,Base de datos,35.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,O5,LC,H00163,Estado de México,95.45,1293,2023-10-12T00:00:00.000Z,1,Toluca,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,P5,NEG,H00177,Jalisco,88.06,0,2023-12-11T00:00:00.000Z,1,Guadalajara,17.0,Base de datos,45.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,O5,MO,H15903,Puebla,84.5,0,2023-10-10T00:00:00.000Z,1,Puebla,17.0,Solicitud,21.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,O5,IAL,H00150,Coahuila,93.77,0,2023-10-10T00:00:00.000Z,1,Saltillo,17.0,Base de datos,31.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
GDA,Mexicana,F,P5,NEG,H00177,Jalisco,84.19,0,2023-11-09T00:00:00.000Z,1,Guadalajara,17.0,Base de datos,38.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SAL,Mexicana,F,P5,NEG,H00150,Coahuila,85.53,0,2023-12-05T00:00:00.000Z,0,Saltillo,17.0,Solicitud,27.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,BIE,H13989,Nuevo León,84.13,0,2023-11-16T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,P5,NEG,H00177,Jalisco,93.29,0,2023-09-14T00:00:00.000Z,1,Guadalajara,17.0,Base de datos,42.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Mexicana,M,P5,LRI,H00163,Estado de México,97.13,1393,2023-10-27T00:00:00.000Z,0,Toluca,18.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,O5,IBT,H00165,Ciudad de México,93.29,0,2023-10-11T00:00:00.000Z,1,Ciudad de México,17.0,Base de datos,26.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SLP,Mexicana,M,P5,IM,H00159,San Luis Potosí,82.29,0,2023-12-12T00:00:00.000Z,0,San Luis Potosí,17.0,Solicitud,42.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,BGB,H13917,Nuevo León,81.3,0,2023-12-15T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,P5,NEG,H00165,Ciudad de México,86.43,0,2023-11-21T00:00:00.000Z,1,Ciudad de México,17.0,Base de datos,30.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SLP,Mexicana,M,P5,IIT,H00159,San Luis Potosí,97.13,1385,2023-09-27T00:00:00.000Z,1,San Luis Potosí,17.0,Solicitud,41.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,P5,ARQ,H00168,Estado de México,87.54,0,2023-11-11T00:00:00.000Z,1,Estado de México,17.0,Base de datos,46.0,0.15,0.15,0.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.15,0.0,2.0,0.0
CCM,Mexicana,F,P5,ESC,H00165,Ciudad de México,93.16,1248,2023-11-21T00:00:00.000Z,0,Ciudad de México,17.0,Base de datos,41.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,CIS,H13990,Nuevo León,87.22,0,2023-12-05T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
GDA,Mexicana,M,P5,IIT,H00177,Jalisco,90.53,1307,2023-09-14T00:00:00.000Z,1,Guadalajara,18.0,Base de datos,27.0,0.35,0.25,1.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.35,0.25,2.0,0.0
MTY,Mexicana,M,P5,NEG,H13917,Nuevo León,80.46,0,2023-11-29T00:00:00.000Z,0,Monterrey,19.0,Base de datos,46.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,O5,IBQ,H00150,Coahuila,87.61,0,2023-12-15T00:00:00.000Z,1,Saltillo,17.0,Solicitud,48.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,IIT,H13917,Nuevo León,86.41,0,2023-11-24T00:00:00.000Z,1,Monterrey,17.0,Solicitud,46.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Estadounidense,F,P5,MC,H00177,Jalisco,97.23,1502,2023-12-12T00:00:00.000Z,1,Guadalajara,18.0,Solicitud,44.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,P5,LTP,H00168,Estado de México,87.23,0,2023-09-28T00:00:00.000Z,1,Estado de México,17.0,Solicitud,40.0,0.25,0.25,0.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.25,0.25,2.0,0.0
AGS,Mexicana,F,P5,NEG,H04128,Aguascalientes,89.61,0,2024-01-18T00:00:00.000Z,0,Aguascalientes,17.0,Solicitud,46.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SAL,Mexicana,M,P5,IIT,H00150,Coahuila,83.8,0,2024-01-31T00:00:00.000Z,1,Saltillo,18.0,Base de datos,37.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,M,P5,LIT,H00168,Estado de México,92.83,1308,2023-09-12T00:00:00.000Z,1,Estado de México,17.0,Solicitud,45.0,0.35,0.25,1.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.35,0.25,2.0,0.0
MTY,Mexicana,M,P5,INA,H13990,Nuevo León,88.73,0,2023-09-13T00:00:00.000Z,1,Monterrey,18.0,Base de datos,20.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
