SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,DESC_ESTADO_ESCUELA,V_PROM_IND,V_PAA_IND,FECHA_DECISION_ADMISION_FINAL,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,BECABTE,DISCIPLINA,V_BHP,POST_ANYBECA,TIPO_BECA_F,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F,ESTADO_BSE,ESTADO_BTE
MTY,Mexicana,M,P5,ICT,H13990,Nuevo León,77.4,1344,2023-12-12T00:00:00.000Z,1,Monterrey,19.0,Solicitud,,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,LNB,H13990,Nuevo León,88.32,0,2023-10-24T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,IFI,H00229,Nuevo León,98.02,1515,2023-12-15T00:00:00.000Z,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,P5,ITC,H00177,Jalisco,89.7,0,2023-09-28T00:00:00.000Z,1,Guadalajara,18.0,Base de datos,44.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,IBT,H13990,Nuevo León,84.46,0,2024-01-22T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,LDE,H00229,Nuevo León,91.62,0,2023-11-09T00:00:00.000Z,1,Monterrey,18.0,Base de datos,38.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,NEG,H13917,Nuevo León,82.55,0,2023-11-16T00:00:00.000Z,1,Monterrey,18.0,Solicitud,47.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,MC,H13917,Nuevo León,94.43,1329,2024-01-18T00:00:00.000Z,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,LNB,H13989,Nuevo León,91.5,0,2023-11-16T00:00:00.000Z,1,Monterrey,18.0,Base de datos,48.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,IDS,H13990,Nuevo León,90.36,0,2024-01-25T00:00:00.000Z,0,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,LDO,H13990,Nuevo León,95.63,1329,2023-11-24T00:00:00.000Z,1,Monterrey,18.0,Base de datos,45.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,ICT,H13990,Nuevo León,92.96,0,2023-10-10T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,IIT,H13990,Nuevo León,89.56,0,2023-10-10T00:00:00.000Z,1,Monterrey,17.0,Base de datos,47.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,ICT,H13990,Nuevo León,90.86,0,2023-09-27T00:00:00.000Z,1,Monterrey,18.0,Base de datos,39.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,O5,IBQ,H19021,Nuevo León,91.16,1443,2023-10-10T00:00:00.000Z,1,Monterrey,17.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,IAL,H13989,Nuevo León,91.12,0,2023-09-27T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,LEC,H13990,Nuevo León,96.03,0,2023-11-17T00:00:00.000Z,1,Monterrey,17.0,Base de datos,,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,MC,H13990,Nuevo León,95.9,1390,2023-12-12T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,BGB,H13917,Nuevo León,87.9,0,2023-10-12T00:00:00.000Z,1,Monterrey,18.0,Base de datos,48.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,O5,IIT,H19021,Nuevo León,82.9,0,2023-11-16T00:00:00.000Z,0,Monterrey,17.0,Solicitud,39.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,BIE,H13990,Nuevo León,96.46,0,2023-11-16T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,IAL,H00229,Nuevo León,97.33,1411,2023-09-27T00:00:00.000Z,1,Monterrey,17.0,Base de datos,41.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,F,P5,LC,H00158,Querétaro,96.83,0,2023-12-13T00:00:00.000Z,0,Querétaro,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,MO,H13990,Nuevo León,82.55,0,2024-01-12T00:00:00.000Z,1,Monterrey,17.0,Base de datos,49.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
COB,Mexicana,M,P5,NEG,H00172,Sonora,81.03,0,2023-12-12T00:00:00.000Z,1,Ciudad Obregón,17.0,Base de datos,20.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,P5,NEG,H00177,Jalisco,92.76,1354,2023-09-28T00:00:00.000Z,1,Guadalajara,18.0,Base de datos,35.0,0.0,0.0,1.0,0.0,Atletico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
MTY,Mexicana,F,O5,LPS,H00150,Coahuila,85.63,0,2023-11-13T00:00:00.000Z,1,Saltillo,17.0,Base de datos,40.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,CIS,H13990,Nuevo León,84.03,0,2024-01-02T00:00:00.000Z,0,Monterrey,17.0,Base de datos,,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,LPS,H13990,Nuevo León,82.9,0,2023-12-11T00:00:00.000Z,1,Monterrey,17.0,Base de datos,27.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,BGB,H13990,Nuevo León,94.77,0,2023-11-06T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,IIT,H13989,Nuevo León,90.58,0,2023-12-12T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,LPS,H13990,Nuevo León,91.041,1327,2023-11-13T00:00:00.000Z,1,Monterrey,17.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,LPS,H13990,Nuevo León,95.3,1294,2023-10-26T00:00:00.000Z,1,Monterrey,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,IDM,H00229,Nuevo León,98.02,0,2023-10-10T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,O5,IIT,H00166,Coahuila,96.63,0,2023-10-16T00:00:00.000Z,1,Laguna,17.0,Solicitud,43.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,LNB,H13990,Nuevo León,80.55,0,2024-02-19T00:00:00.000Z,0,Monterrey,17.0,Base de datos,24.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,BIE,H13990,Nuevo León,81.61,0,2023-10-24T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,O5,NEG,H00150,Coahuila,81.66,0,2023-12-13T00:00:00.000Z,1,Saltillo,18.0,Solicitud,25.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,MC,H13989,Nuevo León,92.45,1385,2023-12-07T00:00:00.000Z,1,Monterrey,17.0,Base de datos,46.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,BA,H13990,Nuevo León,89.51,0,2023-11-07T00:00:00.000Z,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,IBQ,H13990,Nuevo León,80.8,1168,2023-12-12T00:00:00.000Z,1,Monterrey,17.0,Base de datos,27.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,NEG,H13990,Nuevo León,81.96,0,2024-01-12T00:00:00.000Z,1,Monterrey,17.0,Solicitud,44.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,CIS,H13990,Nuevo León,91.8,0,2023-09-14T00:00:00.000Z,1,Monterrey,17.0,Base de datos,45.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,LEC,H13990,Nuevo León,89.4,0,2023-09-27T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,IM,H13990,Nuevo León,81.53,0,2024-02-14T00:00:00.000Z,0,Monterrey,17.0,Solicitud,,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,P5,ITC,H00177,Jalisco,93.41,0,2023-09-14T00:00:00.000Z,0,Guadalajara,17.0,Base de datos,42.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,O5,ICI,H00160,Guanajuato,98.36,1473,2023-10-19T00:00:00.000Z,1,Irapuato,16.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,O5,LEM,H19021,Nuevo León,86.56,0,2023-09-27T00:00:00.000Z,1,Monterrey,18.0,Solicitud,38.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,IID,H13990,Nuevo León,86.96,0,2023-10-10T00:00:00.000Z,1,Monterrey,17.0,Base de datos,29.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,IM,H00229,Nuevo León,96.16,0,2023-11-07T00:00:00.000Z,0,Monterrey,17.0,Base de datos,45.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Estadounidense,F,O5,IBQ,H00153,Chihuahua,93.23,0,2023-11-24T00:00:00.000Z,0,Chihuahua,17.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,P5,ITC,H00177,Jalisco,96.96,1433,2023-09-28T00:00:00.000Z,1,Guadalajara,18.0,Base de datos,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,O5,IIS,H19021,Nuevo León,86.83,0,2024-01-25T00:00:00.000Z,0,Monterrey,18.0,Base de datos,45.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,IIS,H13917,Nuevo León,80.22,0,2024-02-12T00:00:00.000Z,0,Monterrey,18.0,Base de datos,46.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,ICI,H13990,Nuevo León,91.59,0,2023-10-19T00:00:00.000Z,0,Monterrey,17.0,Solicitud,47.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,IQ,H13990,Nuevo León,86.25,0,2023-12-04T00:00:00.000Z,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,BFI,H13917,Nuevo León,97.214,1431,2023-11-13T00:00:00.000Z,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LAG,Mexicana,M,P5,IMT,H00166,Coahuila,83.9,0,2023-10-11T00:00:00.000Z,0,Laguna,17.0,Base de datos,19.0,0.0,0.0,0.0,0.0,Liderazgo,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
MTY,Mexicana,M,P5,IIT,H13990,Nuevo León,84.7,0,2023-09-27T00:00:00.000Z,1,Monterrey,18.0,Base de datos,34.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,LC,H13990,Nuevo León,97.8,0,2023-10-19T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,O5,MO,H00150,Coahuila,92.8,0,2023-10-10T00:00:00.000Z,1,Saltillo,17.0,Solicitud,38.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,O5,ESC,H19021,Nuevo León,80.43,0,2024-02-08T00:00:00.000Z,0,Monterrey,18.0,Solicitud,46.0,0.0,0.0,0.0,0.0,Artistico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
MTY,Mexicana,F,O5,ARQ,H00150,Coahuila,84.22,0,2023-10-19T00:00:00.000Z,1,Saltillo,17.0,Base de datos,22.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SAL,Mexicana,F,P5,IBQ,H00150,Coahuila,87.5,0,2023-10-12T00:00:00.000Z,1,Saltillo,18.0,Solicitud,20.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
GDA,Mexicana,F,O5,NEG,H00159,San Luis Potosí,94.75,0,2023-09-29T00:00:00.000Z,1,San Luis Potosí,17.0,Base de datos,48.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,IBQ,H13990,Nuevo León,97.91,1397,2023-10-23T00:00:00.000Z,0,Monterrey,17.0,Base de datos,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,BIE,H13989,Nuevo León,92.19,1410,2023-11-24T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LAG,Mexicana,F,P5,IIS,H00166,Coahuila,94.33,0,2023-09-27T00:00:00.000Z,1,Laguna,17.0,Base de datos,39.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,O5,LPS,H19021,Nuevo León,85.0,0,2023-10-19T00:00:00.000Z,1,Monterrey,18.0,Solicitud,42.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LAG,Mexicana,F,P5,IAL,H00166,Coahuila,98.83,1414,2023-10-11T00:00:00.000Z,1,Laguna,18.0,Base de datos,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,P5,ITC,H00177,Jalisco,88.74,0,2023-11-16T00:00:00.000Z,1,Guadalajara,18.0,Base de datos,46.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,LDI,H13990,Nuevo León,93.59,0,2023-10-13T00:00:00.000Z,0,Monterrey,17.0,Base de datos,44.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,ITD,H13990,Nuevo León,89.56,0,2023-10-26T00:00:00.000Z,0,Monterrey,17.0,Base de datos,49.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,ARQ,H13990,Nuevo León,82.19,0,2023-12-11T00:00:00.000Z,1,Monterrey,17.0,Base de datos,38.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,ARQ,H13990,Nuevo León,92.93,1301,2024-02-01T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,ESC,H00229,Nuevo León,85.61,0,2024-02-20T00:00:00.000Z,0,Monterrey,18.0,Solicitud,,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,O5,MC,H00166,Coahuila,97.36,1456,2024-01-18T00:00:00.000Z,1,Laguna,18.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,IRS,H13990,Nuevo León,96.52,0,2023-09-14T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,BIE,H13990,Nuevo León,94.25,1373,2023-09-28T00:00:00.000Z,1,Monterrey,18.0,Base de datos,50.0,0.1,0.1,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
MTY,Mexicana,M,P5,LDE,H13990,Nuevo León,89.22,1342,2024-02-23T00:00:00.000Z,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
MTY,Mexicana,M,P5,ICT,H13990,Nuevo León,89.0,0,2023-10-26T00:00:00.000Z,1,Monterrey,18.0,Base de datos,43.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,LEM,H13990,Nuevo León,95.41,1380,2023-09-14T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,LDI,H13990,Nuevo León,81.43,0,2023-09-27T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,P5,ARQ,H13990,Nuevo León,90.76,0,2024-02-12T00:00:00.000Z,1,Monterrey,17.0,Base de datos,46.0,0.2,0.2,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
SIN,Mexicana,M,P5,ICI,H00173,Sinaloa,97.26,0,2023-10-11T00:00:00.000Z,1,Sinaloa,18.0,Solicitud,42.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,LTM,H13990,Nuevo León,91.56,0,2023-09-13T00:00:00.000Z,1,Monterrey,17.0,Base de datos,28.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,O5,BGB,H19021,Nuevo León,86.77,0,2023-10-31T00:00:00.000Z,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,P5,ARQ,H13990,Nuevo León,93.53,1513,2023-09-13T00:00:00.000Z,1,Monterrey,17.0,Base de datos,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,O5,IMD,H19021,Nuevo León,97.5,1446,2024-01-12T00:00:00.000Z,0,Monterrey,17.0,Solicitud,50.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,O5,IDM,C00165,Ciudad de México,90.13,0,2024-01-22T00:00:00.000Z,1,Ciudad de México,25.0,Solicitud,,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,O5,MO,H00150,Coahuila,94.41,1090,2023-11-27T00:00:00.000Z,1,Saltillo,18.0,Marketing digital,50.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SIN,Mexicana,F,P5,IIT,H00173,Sinaloa,97.12,1252,2023-09-27T00:00:00.000Z,1,Sinaloa,17.0,Solicitud,45.0,0.15,0.15,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
SIN,Mexicana,M,P5,IIT,H00173,Sinaloa,90.12,0,2023-11-15T00:00:00.000Z,1,Sinaloa,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,BA,H13990,Nuevo León,95.73,0,2024-02-01T00:00:00.000Z,1,Monterrey,17.0,Solicitud,43.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,O5,MC,H00173,Sinaloa,99.3,1323,2024-01-19T00:00:00.000Z,1,Sinaloa,17.0,Base de datos,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,O5,LRI,H00150,Coahuila,89.48,0,2023-10-10T00:00:00.000Z,1,Saltillo,17.0,Base de datos,27.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,O5,NEG,H00156,Zacatecas,81.86,0,2023-10-19T00:00:00.000Z,1,Zacatecas,17.0,Solicitud,34.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,O5,ESC,H00173,Sinaloa,92.22,0,2024-02-12T00:00:00.000Z,0,Sinaloa,18.0,Solicitud,42.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SIN,Mexicana,M,P5,LAE,H00173,Sinaloa,92.93,1346,2023-11-15T00:00:00.000Z,1,Sinaloa,17.0,Solicitud,24.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,F,O5,CIS,H00169,Morelos,86.0,0,2024-01-17T00:00:00.000Z,0,Cuernavaca,18.0,Base de datos,46.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,F,P5,LC,H13990,Nuevo León,83.41,0,2023-10-13T00:00:00.000Z,1,Monterrey,18.0,Solicitud,50.0,0.0,0.0,0.0,0.0,No aplica,1.0,1.0,Hijo de Profesor,1.0,0.9,0.0,0.0,0.0
MTY,Mexicana,M,P5,IIS,H13990,Nuevo León,89.96,1438,2023-10-12T00:00:00.000Z,1,Monterrey,18.0,Base de datos,47.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,P5,IMT,H00177,Jalisco,93.67,1221,2023-09-14T00:00:00.000Z,1,Guadalajara,18.0,Solicitud,27.0,0.2,0.2,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
