SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,DESC_ESTADO_ESCUELA,V_PROM_IND,V_PAA_IND,V_TEC_NO_TEC,FECHA_DECISION_ADMISION_FINAL,PERFIL,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,RUBRICA,ENSAYO,CV,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,BECABTE,DISCIPLINA,V_BHP,POST_ANYBECA,TIPO_BECA_F,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F,ESTADO_BSE,ESTADO_BTE
CEM,Mexicana,F,N5,ARQ,H00366,Ciudad de México,83.0,1106,No Tec,2023-12-13T00:00:00.000Z,Perfil D,1,Estado de México,17.0,Solicitud,30.0,40.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LAG,Mexicana,M,N5,IQ,H55211,,91.0,1197,No Tec,2024-02-01T00:00:00.000Z,Perfil A,0,,20.0,Solicitud,45.0,94.0,19.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LAF,H81664,Baja California Sur,95.0,1193,No Tec,2024-02-08T00:00:00.000Z,Perfil A,1,,18.0,Solicitud,17.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IBT,H49332,Nuevo León,96.9,1219,No Tec,2024-02-27T00:00:00.000Z,Perfil A,0,,17.0,Solicitud,29.0,77.0,17.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SAL,Mexicana,F,N5,LIN,H67832,Coahuila,98.63,1432,No Tec,2023-12-12T00:00:00.000Z,Perfil A+,1,Saltillo,17.0,Solicitud,46.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SIN,Mexicana,M,N5,IBT,H17280,Sinaloa,100.0,1473,No Tec,2024-02-15T00:00:00.000Z,Perfil A+,0,Sinaloa,18.0,Solicitud,50.0,102.0,17.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,IC,H03567,Puebla,91.0,1372,No Tec,2024-02-14T00:00:00.000Z,Perfil A+,1,Puebla,17.0,Solicitud,29.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LEO,Mexicana,M,N5,IQ,H65706,Guanajuato,96.0,1389,No Tec,2024-02-15T00:00:00.000Z,Perfil A+,1,León,17.0,Solicitud,25.0,87.0,12.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,MC,H00322,Ciudad de México,96.0,1418,No Tec,2024-02-06T00:00:00.000Z,Perfil A+,1,Ciudad de México,18.0,Solicitud,50.0,85.0,15.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SAL,Mexicana,F,N5,NEG,H02868,Coahuila,86.45,1238,No Tec,2023-12-12T00:00:00.000Z,Perfil A,1,Saltillo,16.0,Solicitud,29.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,ESC,H68136,San Luis Potosí,99.5,1407,No Tec,2024-02-01T00:00:00.000Z,Perfil A+,1,San Luis Potosí,17.0,Marketing digital,42.0,98.0,13.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,LAD,H53031,Yucatán,94.2,1257,No Tec,2024-01-25T00:00:00.000Z,Perfil A,1,,22.0,Solicitud,36.0,92.0,7.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,M,N5,IIT,H02201,Michoacán,81.0,1323,No Tec,2024-02-14T00:00:00.000Z,Perfil A,1,Guadalajara,18.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,N5,IC,H05218,Estado de México,93.0,1316,No Tec,2024-01-18T00:00:00.000Z,Perfil A,0,Estado de México,17.0,Solicitud,23.0,89.0,19.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,LDI,H84843,Puebla,93.64,1295,No Tec,2024-02-13T00:00:00.000Z,Perfil A,0,,17.0,Solicitud,21.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SIN,Mexicana,F,N5,IC,H03504,Sinaloa,95.0,1309,No Tec,2024-02-15T00:00:00.000Z,Perfil A,1,Sinaloa,17.0,Solicitud,18.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,N5,LDE,H01366,,81.25,1340,No Tec,2024-01-22T00:00:00.000Z,Perfil A,1,Extranjero LATAM,17.0,Solicitud,,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Mexicana,F,N5,NEG,H18666,Estado de México,87.3,1145,No Tec,2024-02-15T00:00:00.000Z,Perfil B,1,Toluca,17.0,Solicitud,35.0,45.0,15.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IBT,H13239,Nuevo León,88.13,1310,No Tec,2024-01-12T00:00:00.000Z,Perfil A,0,Monterrey,18.0,Solicitud,,94.0,19.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SAL,Mexicana,M,N5,IIT,H02868,Coahuila,81.35,1295,No Tec,2024-02-15T00:00:00.000Z,Perfil A,0,Saltillo,16.0,Solicitud,24.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,M,N5,IMT,H04485,Ciudad de México,90.0,1466,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,1,Estado de México,17.0,Marketing digital,46.0,85.0,15.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
CDJ,Mexicana,M,N5,LIN,H00431,Chihuahua,88.05,1274,No Tec,2024-02-20T00:00:00.000Z,Perfil A,1,Ciudad Juárez,17.0,Solicitud,50.0,87.0,17.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,IC,H63186,Michoacán,96.0,1385,No Tec,2024-02-12T00:00:00.000Z,Perfil A+,1,Guadalajara,17.0,Solicitud,46.0,92.0,17.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,F,N5,ICT,H79204,Guanajuato,85.3,1281,No Tec,2024-01-30T00:00:00.000Z,Perfil B,0,,17.0,Solicitud,25.0,74.0,19.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,ITC,H67057,Veracruz,90.35,1397,No Tec,2024-02-01T00:00:00.000Z,Perfil A+,0,Puebla,17.0,Solicitud,,104.0,19.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,IBQ,H01443,Morelos,90.0,1237,No Tec,2024-01-03T00:00:00.000Z,Perfil A,0,Cuernavaca,17.0,Solicitud,47.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MOR,Mexicana,M,N5,LAF,H03199,Morelos,86.0,1117,No Tec,2024-01-19T00:00:00.000Z,Perfil D,0,Cuernavaca,18.0,Solicitud,29.0,30.0,15.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Venezolana,F,N5,IBT,H65688,Estado de México,99.0,1427,No Tec,2023-12-12T00:00:00.000Z,Perfil A+,1,Toluca,17.0,Solicitud,,90.0,15.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,ARQ,H00968,Ciudad de México,96.5,1289,No Tec,2024-02-14T00:00:00.000Z,Perfil A,1,Ciudad de México,18.0,Solicitud,27.0,93.0,23.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LAE,H00906,Nuevo León,90.8,1208,No Tec,2024-01-26T00:00:00.000Z,Perfil A,0,Monterrey,16.0,Solicitud,27.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,MC,H02044,Hidalgo,90.0,1395,No Tec,2024-02-06T00:00:00.000Z,Perfil A+,1,Hidalgo,18.0,Solicitud,38.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,CPF,H00021,Nuevo León,89.66,1315,No Tec,2024-02-28T00:00:00.000Z,Perfil A,0,Monterrey,17.0,Solicitud,42.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IBT,H66207,Coahuila,95.75,1311,No Tec,2024-02-23T00:00:00.000Z,Perfil A,0,Laguna,18.0,Solicitud,50.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IM,H77886,Guerrero,98.0,1452,No Tec,2024-01-19T00:00:00.000Z,Perfil A+,0,,17.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
AGS,Mexicana,M,N5,CPF,H21619,Zacatecas,93.0,1182,No Tec,2024-01-19T00:00:00.000Z,Perfil A,0,Zacatecas,17.0,Solicitud,10.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,NEG,H13239,Nuevo León,81.56,1300,No Tec,2024-02-15T00:00:00.000Z,Perfil A,0,Monterrey,18.0,Solicitud,,90.0,15.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,ICT,H13038,Estado de México,96.0,1244,No Tec,2024-01-26T00:00:00.000Z,Perfil A,0,Ciudad de México,17.0,Solicitud,,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,ITC,H81903,Veracruz,95.0,1333,No Tec,2024-01-15T00:00:00.000Z,Perfil A,0,,17.0,Solicitud,17.0,89.0,19.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,LEM,H19063_D,Ciudad de México,99.5,1207,No Tec,2024-01-22T00:00:00.000Z,Perfil A,1,,17.0,Solicitud,26.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LAG,Mexicana,F,N5,ARQ,H41430,Coahuila,89.88,1325,No Tec,2024-02-13T00:00:00.000Z,Perfil A,0,Laguna,17.0,Solicitud,30.0,87.0,17.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CDJ,Mexicana,M,N5,IDM,H44143,Chihuahua,88.75,1424,No Tec,2024-02-15T00:00:00.000Z,Perfil A,1,Ciudad Juárez,17.0,Solicitud,50.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,N5,NEG,H01844,Ciudad de México,90.0,1393,No Tec,2024-02-06T00:00:00.000Z,Perfil A+,1,Santa Fe,17.0,Solicitud,50.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,IC,H79204,Guanajuato,87.1,1318,No Tec,2024-02-01T00:00:00.000Z,Perfil A,0,,18.0,Solicitud,49.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LEO,Mexicana,M,N5,LIN,H66806,Guanajuato,82.0,1225,No Tec,2024-03-01T00:00:00.000Z,Perfil A,0,León,21.0,Solicitud,17.0,81.0,6.0,15.0,0.0,0.0,0.0,0.0,Atletico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
CCM,Mexicana,M,N5,ICI,H01139,Ciudad de México,99.55,1332,No Tec,2024-02-14T00:00:00.000Z,Perfil A,1,Santa Fe,16.0,Solicitud,,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,ICI,H40208,Veracruz,80.0,1321,No Tec,2024-02-14T00:00:00.000Z,Perfil A,0,Puebla,17.0,Solicitud,50.0,81.0,11.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
HGO,Mexicana,F,N5,LED,H13347,Estado de México,93.0,1213,No Tec,2024-01-22T00:00:00.000Z,Perfil A,0,Estado de México,19.0,Marketing digital,33.0,94.0,19.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,ITC,H65889,Ciudad de México,91.0,1241,No Tec,2024-02-08T00:00:00.000Z,Perfil A,0,Ciudad de México,17.0,Contacto directo,50.0,91.0,16.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,LTM,H22512,Morelos,95.0,1385,No Tec,2024-01-03T00:00:00.000Z,Perfil A+,0,Cuernavaca,16.0,Marketing digital,38.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,NEG,H00517,Ciudad de México,95.5,1328,No Tec,2024-01-26T00:00:00.000Z,Perfil A,1,Santa Fe,18.0,Solicitud,47.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Nicaragüense,M,N5,ARQ,H82104,,94.45,1170,No Tec,2024-02-01T00:00:00.000Z,Perfil A,0,Sin info,16.0,Solicitud,25.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LEC,H17819,Nuevo León,95.3,1434,No Tec,2024-02-14T00:00:00.000Z,Perfil A+,0,Monterrey,18.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,LAF,H61399,Ciudad de México,93.6,1247,No Tec,2024-02-08T00:00:00.000Z,Perfil A,0,Ciudad de México,17.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,BGB,H49098,Estado de México,100.0,1316,No Tec,2024-02-26T00:00:00.000Z,Perfil A,0,,17.0,Solicitud,25.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,IQ,H41705,Oaxaca,91.0,1135,No Tec,2024-02-21T00:00:00.000Z,Perfil B,1,Puebla,19.0,Solicitud,21.0,65.0,25.0,10.0,,,,,,,,,,,,,
MTY,Mexicana,M,N5,IMT,H09197,Veracruz,92.5,1198,No Tec,2024-02-06T00:00:00.000Z,Perfil A,1,Puebla,17.0,Solicitud,28.0,92.0,17.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IQ,H13239,Nuevo León,99.06,1480,No Tec,2024-01-03T00:00:00.000Z,Perfil A+,1,Monterrey,18.0,Solicitud,,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TAM,Mexicana,M,N5,INA,H01309,Tamaulipas,96.0,1281,No Tec,2024-01-22T00:00:00.000Z,Perfil A,0,Tampico,18.0,Solicitud,41.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,N5,NEG,H00715,Estado de México,76.6,1240,No Tec,2024-02-23T00:00:00.000Z,Perfil B,0,Santa Fe,18.0,Solicitud,,70.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,M,N5,IM,H60384,Estado de México,92.19,1436,No Tec,2024-02-14T00:00:00.000Z,Perfil A+,1,Estado de México,18.0,Solicitud,,95.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,IDM,H00140,Puebla,91.0,1445,No Tec,2024-01-03T00:00:00.000Z,Perfil A+,1,Puebla,17.0,Solicitud,50.0,84.0,14.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LNB,H66269,Nuevo León,96.47,1484,No Tec,2024-02-06T00:00:00.000Z,Perfil A+,1,Monterrey,19.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TAM,Mexicana,M,N5,NEG,H10016,Tamaulipas,99.5,1406,No Tec,2024-01-22T00:00:00.000Z,Perfil A+,1,Tampico,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
