FECHA,PERIODO,CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,DESC_NIVEL_ACAD_SOLICITANTE,CLAVE_TIPO_ADMISION_TIPO_INGRESO,AREA,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,NOMBRE_ESCUELA,DESC_CIUDAD_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_ESTADO_ESCUELA,DESC_PAIS_ESCUELA,V_PROM_IND,V_PAA_IND,SOLICITUD_INICIADA,V_PROSPECTO,V_SOLICITANTE,V_ADMITIDO,V_RECHAZADO,PENDIENTE_DE_DECISION,V_TEC_NO_TEC,FECHA_SOLICITUD_ADMISION,FECHA_DECISION_ADMISION_FINAL,PERFIL,CLAVE_DECISION_ADMISION_FINAL,V_DECISION_FINAL1,IPP,INSCRITO,CAMPUS_APORTACION,APORTACION_CAMPUS_TEC,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,RUBRICA,ENSAYO,CV,V_PLDM,ComiteNacional_LDM,V_GAN_LDM,BECA_LDM,V_SOL_BSE,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,V_GANADORBTA,BECABTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,V_POSBCRE,V_GAN_BTC,BECA_BTC,BECA_BHP,V_POSBEM,V_GAN_BEM,BECA_BTEM,V_SOL_PERFIL_BTEM,V_SOL_PERFIL_BTA,V_SOL_PERFIL_BTC,V_SOL_PERFILES,V_PERFILES,BECA_PERFILES,V_POSBTT,V_GAN_BTT,BECA_BTT,V_POSSTEAM,V_GAN_STEAM,BECA_STEAM,V_BTA,V_BHP,V_BSE,V_LDM,v_anybeca,POST_ANYBECA,prcBeca_f,prcCredito_f,TIPO_BECA_F,COMITE_NACIONAL_LDM,V_BECABTE,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F,matricula,NIVEL_N,ORIGEN_N
2024-03-04T00:00:00.000Z,AD24,Puebla,PUE,Mexicana,M,Profesional,N5,NEG,LIT,H12923,Colegio de Bachilleres de Taba,Cunduacán,Cunduacán,Tabasco,México,90.0,1339,1,1,1,1,0,0,No Tec,,2023-11-09T00:00:00.000Z,Perfil A,AD,Admitido,1,1,Puebla,,18.0,Solicitud,45.0,90.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0,ad8c1ab6beab,PROFESIONAL,NO TEC
2024-03-04T00:00:00.000Z,AD24,Querétaro,QRO,Mexicana,F,Profesional,N5,ESC,ARQ,H64143,COLEGIO INTERNACIONAL,Santiago de Querétaro,Querétaro,Querétaro,México,86.0,1104,1,1,1,1,0,0,No Tec,,2024-02-16T00:00:00.000Z,Perfil D,AD,Admitido,1,1,Querétaro,,17.0,Solicitud,50.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0,e92b0102e0dd,PROFESIONAL,NO TEC
2024-03-04T00:00:00.000Z,AD24,Guadalajara,GDA,Mexicana,M,Profesional,N5,ICT,ITC,H75663,EMSAD 59 CODE,Guadalajara,Guadalajara,Jalisco,México,97.75,1235,1,1,1,1,0,0,No Tec,,2023-11-15T00:00:00.000Z,Perfil A,AD,Admitido,1,1,,,18.0,Solicitud,23.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,Talento Estudiantil,0.0,1.0,1.0,0.9,0.0,811fdcf4786e,PROFESIONAL,NO TEC
2024-03-04T00:00:00.000Z,AD24,Guadalajara,GDA,Mexicana,M,Profesional,N5,SLD,MC,H66885,INSTITUTO ESCOLAR MONTE,Manzanillo,Manzanillo,Colima,México,99.3,1402,1,1,1,1,0,0,No Tec,,2024-01-04T00:00:00.000Z,Perfil A+,AD,Admitido,1,1,Guadalajara,,17.0,Solicitud,,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0,fbc4008b3b82,PROFESIONAL,NO TEC
2024-03-04T00:00:00.000Z,AD24,Tampico,TAM,Mexicana,F,Profesional,N5,NEG,LIN,H02659,Universidad del Noreste,Tampico,Tampico,Tamaulipas,México,97.53,1105,1,1,1,1,0,0,No Tec,,2023-11-13T00:00:00.000Z,Perfil C,AD,Admitido,0,0,Tampico,,17.0,Solicitud,25.0,44.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0,81bb63e1be5e,PROFESIONAL,NO TEC
2024-03-04T00:00:00.000Z,AD24,Guadalajara,GDA,Mexicana,F,Profesional,N5,IIT,IIT,H11917,Centro Escolar Los Altos,Guadalajara,Guadalajara,Jalisco,México,96.0,1418,1,1,1,1,0,0,No Tec,,2023-10-26T00:00:00.000Z,Perfil A+,AD,Admitido,1,1,Guadalajara,,18.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0,afe11e15dc34,PROFESIONAL,NO TEC
2024-03-04T00:00:00.000Z,AD24,Sonora Norte,HER,Mexicana,M,Profesional,N5,IIT,IIT,H02493,Plantel Villa de Seris,Hermosillo,Hermosillo,Sonora,México,93.17,1475,1,1,1,1,0,0,No Tec,2023-01-10T00:00:00.000Z,2023-10-27T00:00:00.000Z,Perfil A+,AD,Admitido,1,1,Sonora Norte,,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0,8551b8b45d97,PROFESIONAL,NO TEC
2024-03-04T00:00:00.000Z,AD24,Chihuahua,CHH,Mexicana,F,Profesional,N5,IBQ,IBQ,H02484,Cto. de Bach. Tec. Agrop. 90,Cuauhtémoc,Cuauhtémoc,Chihuahua,México,92.25,1346,1,1,1,1,0,0,No Tec,,2023-12-06T00:00:00.000Z,Perfil A,AD,Admitido,1,1,Chihuahua,,17.0,Solicitud,50.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0,8e6c724c34fa,PROFESIONAL,NO TEC
2024-03-04T00:00:00.000Z,AD24,Sonora Norte,HER,Mexicana,F,Profesional,N5,NEG,NEG,H60115,Liceo Thezia,Hermosillo,Hermosillo,Sonora,México,95.66,1246,1,1,1,1,0,0,No Tec,,2023-11-21T00:00:00.000Z,Perfil A,AD,Admitido,1,1,Sonora Norte,,18.0,Solicitud,46.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0,664647453aa2,PROFESIONAL,NO TEC
2024-03-04T00:00:00.000Z,AD24,León,LEO,Mexicana,M,Profesional,N5,IIT,IIS,H02121,Colegio Miraflores,León de los Aldama,León,Guanajuato,México,92.0,1473,1,1,1,1,0,0,No Tec,2023-01-10T00:00:00.000Z,2023-12-06T00:00:00.000Z,Perfil A+,AD,Admitido,1,1,León,,18.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0,a65f53341381,PROFESIONAL,NO TEC
2024-03-04T00:00:00.000Z,AD24,Monterrey,MTY,Mexicana,M,Profesional,N5,ICT,ITC,H41740,Universidad Anáhuac Ensenada,Ensenada,Ensenada,Baja California,México,96.0,1491,1,1,1,1,0,0,No Tec,,2023-11-24T00:00:00.000Z,Perfil A+,AD,Admitido,1,1,Monterrey,,17.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0,79490829799a,PROFESIONAL,NO TEC
